date,V36612,V36613,V1160788296,V1038114416,v1146067261,v1154426989,v1146067262,v1146067263,v1154426990,V36634,V44201362,v1154426991,V36635,V36610,V36625,V36628,V36636,v1146067264,V1203435186,V1210798115,V36632,V1490410223,V1490410224,V36624
22/12/2004,13765,29562,,,,,,,,0,,,3032,46358,43362,1808,50,,,,1138,,,46358
29/12/2004,13773,29562,,,,,,,,0,,,3060,46395,44400,980,50,,,,966,,,46395
05/01/2005,13413,29562,,,,,,,,26,,,2335,45336,43480,920,254,,,,681,,,45336
12/01/2005,13454,29562,,,,,,,,0,,,806,43821,41936,1139,50,,,,696,,,43821
19/01/2005,13083,29706,,,,,,,,0,,,840,43628,41331,1518,50,,,,728,,,43628
26/01/2005,13113,29705,,,,,,,,0,,,869,43687,41258,1622,50,,,,757,,,43687
02/02/2005,12837,29705,,,,,,,,1,,,906,43448,41447,1154,51,,,,796,,,43448
09/02/2005,12850,29918,,,,,,,,1,,,945,43714,41379,1451,51,,,,833,,,43714
16/02/2005,12378,29918,,,,,,,,16,,,955,43266,41206,1133,66,,,,861,,,43266
23/02/2005,12380,30221,,,,,,,,116,,,993,43709,41268,1382,166,,,,894,,,43709
02/03/2005,12621,30156,,,,,,,,13,,,810,43600,41498,1108,63,,,,931,,,43600
09/03/2005,12634,30155,,,,,,,,0,,,834,43624,41393,1030,50,,,,1152,,,43624
16/03/2005,12732,30155,,,,,,,,74,,,864,43825,41191,1065,11,,,,1558,,,43825
23/03/2005,12759,30404,,,,,,,,35,,,897,44094,41760,806,85,,,,1444,,,44094
30/03/2005,12787,30403,,,,,,,,0,,,923,44114,41627,1406,100,,,,981,,,44114
06/04/2005,12759,30403,,,,,,,,0,,,961,44124,41507,1667,51,,,,898,,,44124
13/04/2005,12438,30403,,,,,,,,0,,,1001,43842,41390,1446,50,,,,956,,,43842
20/04/2005,12500,30403,,,,,,,,0,,,1032,43935,41405,1578,50,,,,902,,,43935
27/04/2005,12661,30403,,,,,,,,0,,,1069,44133,41739,1401,50,,,,943,,,44133
04/05/2005,12648,30402,,,,,,,,3,,,1102,44154,42099,1115,52,,,,888,,,44154
11/05/2005,12923,30617,,,,,,,,0,,,1140,44680,42119,1581,50,,,,930,,,44680
18/05/2005,12946,30617,,,,,,,,0,,,1176,44738,42354,1450,50,,,,884,,,44738
25/05/2005,13466,30922,,,,,,,,0,,,1197,45585,42912,1706,50,,,,917,,,45585
01/06/2005,13919,30222,,,,,,,,46,,,619,44806,42817,913,175,,,,901,,,44806
08/06/2005,14256,30221,,,,,,,,0,,,655,45132,42803,1349,50,,,,931,,,45132
15/06/2005,13771,30560,,,,,,,,11,,,670,45012,42633,1445,61,,,,874,,,45012
22/06/2005,13929,30560,,,,,,,,0,,,715,45204,42813,1433,50,,,,908,,,45204
29/06/2005,14450,30560,,,,,,,,0,,,745,45755,43839,875,100,,,,941,,,45755
06/07/2005,14196,30559,,,,,,,,12,,,786,45554,43546,1055,62,,,,891,,,45554
13/07/2005,14209,30704,,,,,,,,0,,,819,45732,43317,1125,50,,,,1241,,,45732
20/07/2005,14400,30704,,,,,,,,0,,,859,45962,43175,1863,50,,,,874,,,45962
27/07/2005,14432,30704,,,,,,,,0,,,882,46018,43632,1438,50,,,,899,,,46018
03/08/2005,14630,30703,,,,,,,,1,,,900,46235,44115,1187,52,,,,881,,,46235
10/08/2005,14668,30703,,,,,,,,0,,,933,46305,43597,1750,50,,,,907,,,46305
17/08/2005,14627,30920,,,,,,,,0,,,964,46511,43324,2275,50,,,,862,,,46511
24/08/2005,15150,30919,,,,,,,,0,,,996,47065,43198,2922,50,,,,895,,,47065
31/08/2005,15378,31226,,,,,,,,0,,,1031,47635,43784,2723,200,,,,928,,,47635
07/09/2005,15485,29512,,,,,,,,3,,,833,45833,44206,713,54,,,,861,,,45833
14/09/2005,15163,29511,,,,,,,,0,,,861,45535,43466,1120,50,,,,899,,,45535
21/09/2005,14653,29848,,,,,,,,0,,,885,45386,43196,1289,50,,,,851,,,45386
28/09/2005,14897,29848,,,,,,,,0,,,920,45666,43400,1323,50,,,,894,,,45666
05/10/2005,14858,29848,,,,,,,,0,,,956,45662,43764,967,50,,,,881,,,45662
12/10/2005,14838,29847,,,,,,,,0,,,1389,46075,44036,1070,50,,,,919,,,46075
19/10/2005,14892,29847,,,,,,,,0,,,1018,45756,43437,1401,50,,,,869,,,45756
26/10/2005,14981,29847,,,,,,,,48,,,1048,45923,43351,1500,97,,,,974,,,45923
02/11/2005,14926,29846,,,,,,,,0,,,1078,45850,43600,451,50,,,,1750,,,45850
09/11/2005,14914,30052,,,,,,,,0,,,1226,46192,43993,1142,50,,,,1008,,,46192
16/11/2005,14929,30052,,,,,,,,0,,,1261,46242,43602,1595,50,,,,995,,,46242
23/11/2005,15077,30334,,,,,,,,0,,,1281,46692,43410,1530,50,,,,1702,,,46692
30/11/2005,15336,30333,,,,,,,,5,,,1314,46988,43788,1593,54,,,,1553,,,46988
07/12/2005,15600,29788,,,,,,,,0,,,720,46108,44113,958,50,,,,987,,,46108
14/12/2005,15637,29788,,,,,,,,0,,,1457,46882,44242,1573,50,,,,1018,,,46882
21/12/2005,16439,30027,,,,,,,,16,,,2197,48678,45294,1394,66,,,,1924,,,48678
28/12/2005,16479,30027,,,,,,,,0,,,1876,48381,46257,1447,50,,,,627,,,48381
04/01/2006,16336,30026,,,,,,,,47,,,1919,48328,45323,1584,97,,,,1325,,,48328
11/01/2006,15392,30026,,,,,,,,0,,,1065,46483,43857,1354,50,,,,1221,,,46483
18/01/2006,14719,30176,,,,,,,,0,,,690,45584,43255,1627,50,,,,652,,,45584
25/01/2006,14755,30175,,,,,,,,7,,,721,45658,43170,1167,57,,,,1265,,,45658
01/02/2006,14480,30175,,,,,,,,0,,,746,45402,43510,1123,50,,,,718,,,45402
08/02/2006,14517,30371,,,,,,,,350,,,781,46019,43479,832,22,,,,1686,,,46019
15/02/2006,14364,30371,,,,,,,,0,,,813,45548,43196,683,50,,,,1618,,,45548
22/02/2006,14310,30650,,,,,,,,0,,,831,45791,43157,909,50,,,,1675,,,45791
01/03/2006,14208,30587,,,,,,,,5,,,678,45478,43364,1175,55,,,,884,,,45478
08/03/2006,14231,30587,,,,,,,,0,,,711,45529,43299,308,50,,,,1872,,,45529
15/03/2006,14093,30586,,,,,,,,112,,,739,45530,43146,871,12,,,,1502,,,45530
22/03/2006,14112,30586,,,,,,,,18,,,771,45487,43037,1560,18,,,,872,,,45487
29/03/2006,14143,30586,,,,,,,,30,,,803,45562,43276,1342,29,,,,914,,,45562
05/04/2006,13971,30585,,,,,,,,26,,,829,45412,43640,893,26,,,,853,,,45412
12/04/2006,14277,30585,,,,,,,,16,,,1363,46242,44407,934,17,,,,884,,,46242
19/04/2006,14397,30585,,,,,,,,17,,,891,45890,44021,1005,17,,,,847,,,45890
26/04/2006,14901,30806,,,,,,,,28,,,927,46662,43977,1776,29,,,,880,,,46662
03/05/2006,14925,30805,,,,,,,,10,,,956,46697,44258,1600,10,,,,829,,,46697
10/05/2006,15534,30805,,,,,,,,539,,,988,47866,44218,1749,39,,,,1859,,,47866
17/05/2006,15532,30805,,,,,,,,15,,,1020,47371,44391,2139,15,,,,826,,,47371
24/05/2006,15616,31111,,,,,,,,8,,,1055,47789,44819,2105,8,,,,858,,,47789
31/05/2006,15981,31111,,,,,,,,23,,,1084,48199,44717,2483,23,,,,976,,,48199
07/06/2006,16175,30410,,,,,,,,11,,,483,47079,44689,1498,11,,,,881,,,47079
14/06/2006,16213,30410,,,,,,,,26,,,516,47165,44608,1618,26,,,,913,,,47165
21/06/2006,15865,30750,,,,,,,,30,,,548,47193,44720,1563,30,,,,880,,,47193
28/06/2006,16393,30750,,,,,,,,13,,,581,47737,45296,1491,13,,,,937,,,47737
05/07/2006,16573,30749,,,,,,,,83,,,619,48025,45824,1257,83,,,,861,,,48025
12/07/2006,16111,30749,,,,,,,,17,,,648,47525,45332,1271,17,,,,906,,,47525
19/07/2006,16172,30749,,,,,,,,9,,,680,47610,45196,1542,9,,,,863,,,47610
26/07/2006,16200,30890,,,,,,,,12,,,712,47814,45283,1594,12,,,,924,,,47814
02/08/2006,16551,30889,,,,,,,,11,,,739,48190,45844,1476,11,,,,859,,,48190
09/08/2006,16581,31113,,,,,,,,204,,,773,48670,46072,1135,17,,,,1446,,,48670
16/08/2006,16722,31113,,,,,,,,18,,,804,48656,45471,1678,18,,,,1489,,,48656
23/08/2006,16756,31421,,,,,,,,35,,,841,49053,45324,2801,34,,,,893,,,49053
30/08/2006,16937,31421,,,,,,,,17,,,790,49165,45770,2440,17,,,,937,,,49165
06/09/2006,16950,30263,,,,,,,,109,,,1332,48653,46269,1408,109,,,,866,,,48653
13/09/2006,17130,30262,,,,,,,,25,,,643,48061,45612,1509,25,,,,915,,,48061
20/09/2006,17143,30262,,,,,,,,25,,,674,48104,45372,1833,24,,,,875,,,48104
27/09/2006,17327,30262,,,,,,,,25,,,702,48316,45531,1865,25,,,,895,,,48316
04/10/2006,17341,30210,,,,,,,,22,,,738,48310,46024,1390,22,,,,875,,,48310
11/10/2006,17722,30210,,,,,,,,11,,,770,48713,46286,1442,11,,,,974,,,48713
18/10/2006,17736,30437,,,,,,,,16,,,801,48990,45724,2399,17,,,,851,,,48990
25/10/2006,17551,30437,,,,,,,,16,,,834,48838,45647,2284,16,,,,890,,,48838
01/11/2006,17565,30437,,,,,,,,14,,,1887,49902,45977,3069,13,,,,842,,,49902
08/11/2006,17379,30734,,,,,,,,8,,,895,49016,46107,1975,8,,,,925,,,49016
15/11/2006,17392,30734,,,,,,,,19,,,913,49058,46285,1870,19,,,,884,,,49058
22/11/2006,17474,30973,,,,,,,,22,,,946,49415,45803,2696,22,,,,894,,,49415
29/11/2006,17488,30973,,,,,,,,19,,,974,49454,46129,2375,19,,,,931,,,49454
06/12/2006,17865,30148,,,,,,,,17,,,368,48397,46431,1307,17,,,,642,,,48397
13/12/2006,17880,30147,,,,,,,,19,,,1735,49781,46656,2428,19,,,,678,,,49781
20/12/2006,18146,30147,,,,,,,,41,,,2281,50615,47728,2180,41,,,,666,,,50615
27/12/2006,18160,30147,,,,,,,,22,,,2317,50646,49024,893,21,,,,707,,,50646
03/01/2007,17529,30392,,,,,,,,16,,,2121,50058,47986,1415,16,,,,640,,,50058
10/01/2007,17542,30422,,,,,,,,31,,,283,48279,46373,1199,32,,,,676,,,48279
17/01/2007,17132,30616,,,,,,,,18,,,282,48048,45724,1590,18,,,,716,,,48048
24/01/2007,17146,30646,,,,,,,,63,,,281,48136,45524,1797,63,,,,753,,,48136
31/01/2007,17016,30901,,,,,,,,54,,,278,48249,45772,1625,54,,,,798,,,48249
07/02/2007,17030,30932,,,,,,,,13,,,278,48253,45819,1243,12,,,,1179,,,48253
14/02/2007,16771,30963,,,,,,,,513,,,277,48523,45639,1224,13,,,,1648,,,48523
21/02/2007,16783,30994,,,,,,,,19,,,277,48073,45537,1614,19,,,,903,,,48073
28/02/2007,16768,31025,,,,,,,,18,,,259,48070,45719,1393,18,,,,940,,,48070
07/03/2007,16784,30895,,,,,,,,929,,,260,48868,45753,25,391,,,,2699,,,48868
14/03/2007,16690,30926,,,,,,,,12,,,261,47889,45567,700,12,,,,1610,,,47889
21/03/2007,16702,30951,,,,,,,,13,,,262,47928,45451,1526,13,,,,938,,,47928
28/03/2007,17083,30982,,,,,,,,14,,,263,48342,45583,1755,15,,,,989,,,48342
04/04/2007,17096,31009,,,,,,,,27,,,1516,49647,46830,1863,26,,,,928,,,49647
11/04/2007,17328,31040,,,,,,,,13,,,272,48652,46345,1328,13,,,,967,,,48652
18/04/2007,17341,31071,,,,,,,,12,,,272,48696,46077,1654,12,,,,953,,,48696
25/04/2007,17450,31362,,,,,,,,13,,,274,49100,46293,1828,14,,,,965,,,49100
02/05/2007,17464,31394,,,,,,,,12,,,271,49141,46734,1477,12,,,,917,,,49141
09/05/2007,17700,31725,,,,,,,,111,,,271,49806,46694,1509,11,,,,1592,,,49806
16/05/2007,17715,31756,,,,,,,,17,,,271,49759,46918,1902,16,,,,923,,,49759
23/05/2007,17945,31788,,,,,,,,0,,,271,50004,47259,1758,25,,,,963,,,50004
30/05/2007,18950,32168,,,,,,,,0,,,272,51391,47091,3229,25,,,,1045,,,51391
06/06/2007,18605,29832,,,,,,,,22,,,708,49166,47149,1023,46,,,,949,,,49166
13/06/2007,18616,29861,,,,,,,,397,,,710,49584,46989,1193,422,,,,980,,,49584
20/06/2007,19368,29891,,,,,,,,0,,,707,49967,47051,2020,25,,,,870,,,49967
27/06/2007,19385,29921,,,,,,,,0,,,965,50270,47726,1603,25,,,,915,,,50270
04/07/2007,20405,29950,,,,,,,,0,,,279,50634,48356,1358,25,,,,894,,,50634
11/07/2007,19920,29980,,,,,,,,0,,,282,50182,47713,1506,25,,,,938,,,50182
18/07/2007,19642,30010,,,,,,,,0,,,271,49923,47472,1387,25,,,,1039,,,49923
25/07/2007,19654,30192,,,,,,,,7,,,275,50128,47498,1610,32,,,,988,,,50128
01/08/2007,20037,30218,,,,,,,,9,,,751,51015,48077,2037,35,,,,866,,,51015
08/08/2007,20053,30499,,,,,,,,0,,,269,50821,48310,1519,25,,,,966,,,50821
15/08/2007,20200,30529,,,,,,,,33,,,615,51377,47724,2223,533,,,,897,,,51377
22/08/2007,20238,30854,,,,,,,,0,,,270,51362,47573,2508,300,,,,982,,,51362
29/08/2007,20919,30885,,,,,,,,0,,,271,52075,48060,2765,250,,,,1001,,,52075
05/09/2007,21426,29288,,,,,,,,0,,,267,50981,48539,1260,250,,,,932,,,50981
12/09/2007,20843,29317,,,,,,,,0,,,267,50427,47867,1341,250,,,,970,,,50427
19/09/2007,20856,29340,,,,,,,,2,,,268,50465,47644,1737,152,,,,933,,,50465
26/09/2007,20317,29735,,,,,,,,3,,,269,50323,47752,1438,152,,,,980,,,50323
03/10/2007,20334,29722,,,,,,,,0,747,,280,51083,48214,1524,300,,,,1045,,,51083
10/10/2007,20161,29751,,,,,,,,0,600,,280,50793,48336,914,500,,,,1043,,,50793
17/10/2007,20181,29781,,,,,,,,0,0,,283,50245,47688,1025,500,,,,1031,,,50245
24/10/2007,20170,29810,,,,,,,,0,0,,281,50262,47497,1355,300,,,,1109,,,50262
31/10/2007,20181,30084,,,,,,,,0,929,,286,51480,47843,2129,400,,,,1107,,,51480
07/11/2007,20264,30114,,,,,,,,0,0,,279,50657,47986,1380,250,,,,1041,,,50657
14/11/2007,20279,30144,,,,,,,,0,0,,280,50703,48005,1562,50,,,,1086,,,50703
21/11/2007,20695,30174,,,,,,,,0,866,,267,52002,47499,3162,283,,,,1058,,,52002
28/11/2007,20711,30204,,,,,,,,0,0,,269,51183,47674,2385,25,,,,1098,,,51183
05/12/2007,20825,29256,,,,,,,,0,0,,265,50346,48104,1101,300,,,,841,,,50346
12/12/2007,20832,29285,,,,,,,,0,621,,267,51005,48269,1445,423,,,,869,,,51005
19/12/2007,20621,29314,,,,,,,,0,3956,,269,54160,49330,3683,300,,,,847,,,54160
26/12/2007,20638,29343,,,,,,,,0,4272,,267,54520,50724,2656,250,,,,890,,,54520
02/01/2008,20291,29368,,,,,,,,0,3956,,288,53903,50157,2601,300,,,,847,,,53903
09/01/2008,20311,29397,,,,,,,,0,1923,,294,51925,48156,2738,200,,,,831,,,51925
16/01/2008,20059,29427,,,,,,,,0,0,,288,49773,47408,1335,150,,,,881,,,49773
23/01/2008,20084,29620,,,,,,,,0,0,,292,49996,47145,1612,150,,,,1089,,,49996
30/01/2008,20026,29649,,,,,,,,0,0,,291,49967,47252,1591,150,,,,973,,,49967
06/02/2008,20046,29674,,,,,,,,0,0,,289,50010,47346,1511,150,,,,1003,,,50010
13/02/2008,19418,30109,,,,,,,,0,0,,290,49817,47230,1452,100,,,,1035,,,49817
20/02/2008,19430,30139,,,,,,,,0,0,,292,49860,47264,1351,75,,,,1170,,,49860
27/02/2008,19169,30468,,,,,,,,0,0,,292,49929,47170,1569,75,,,,1114,,,49929
05/03/2008,19201,30341,,,,,,,,0,0,,291,49833,47287,1345,75,,,,1125,,,49833
12/03/2008,19183,30371,,,,,,,,0,451,,256,50261,47179,1637,279,,,,1166,,,50261
19/03/2008,19216,30394,,,,,,,,44,0,,256,49911,47652,458,69,,,,1732,,,49911
26/03/2008,18790,30424,,,,,,,,16,2141,,257,51629,47418,2340,41,,,,1830,,,51629
02/04/2008,18782,30446,,,,,,,,0,3401,,256,52884,47548,3831,403,,,,1102,,,52884
09/04/2008,18500,30476,,,,,,,,69,4209,,256,53510,47491,4778,94,,,,1146,,,53510
16/04/2008,18497,30506,,,,,,,,15,4209,,262,53488,47438,4904,40,,,,1106,,,53488
23/04/2008,16271,30932,,,,,,,,0,4120,,259,51582,47594,2820,25,,,,1143,,,51582
30/04/2008,16274,30963,,,,,,,,0,5578,,256,53071,48164,3082,654,,,,1170,,,53071
07/05/2008,17917,30993,,,,,,,,0,4022,,257,53189,48310,3362,25,,,,1492,,,53189
14/05/2008,17923,31329,,,,,,,,0,4022,,259,53532,48514,3888,25,,,,1105,,,53532
21/05/2008,19773,31360,,,,,,,,0,3936,,257,55325,48917,5114,25,,,,1268,,,55325
28/05/2008,19775,31912,,,,,,,,136,3936,,260,56019,48629,6097,161,,,,1131,,,56019
04/06/2008,18226,29486,,,,,,,,0,2992,,256,50960,48853,995,25,,,,1086,,,50960
11/06/2008,18226,29721,,,,,,,,0,2992,,257,51196,48782,1264,25,,,,1125,,,51196
18/06/2008,19348,29749,,,,,,,,0,2016,,257,51370,48799,1484,25,,,,1061,,,51370
25/06/2008,19558,29777,,,,,,,,25,2016,,257,51633,49300,1197,50,,,,1086,,,51633
02/07/2008,21383,29806,,,,,,,,123,976,,259,52547,50176,1174,148,,,,1049,,,52547
09/07/2008,21099,29835,,,,,,,,0,976,,261,52171,49729,1328,25,,,,1088,,,52171
16/07/2008,21496,30256,,,,,,,,0,0,,261,52013,49444,1472,25,,,,1071,,,52013
23/07/2008,21497,30285,,,,,,,,0,0,,264,52046,49403,1535,25,,,,1083,,,52046
30/07/2008,22214,30314,,,,,,,,0,927,,260,53714,49911,1937,736,,,,1130,,,53714
06/08/2008,22227,30642,,,,,,,,0,0,,255,53124,50432,1527,100,,,,1065,,,53124
13/08/2008,21950,30671,,,,,,,,0,0,,256,52877,49875,1865,25,,,,1112,,,52877
20/08/2008,22460,30701,,,,,,,,0,0,,256,53417,49703,2614,25,,,,1075,,,53417
27/08/2008,22920,31273,,,,,,,,0,0,,256,54449,50082,3180,25,,,,1161,,,54449
03/09/2008,23231,29772,,,,,,,,0,0,,255,53258,50692,1400,25,,,,1141,,,53258
10/09/2008,22243,29800,,,,,,,,0,0,,254,52297,50142,988,25,,,,1142,,,52297
17/09/2008,22280,29822,,,,,,,,0,0,,256,52358,49829,1362,25,,,,1142,,,52358
24/09/2008,22483,29851,,,,,,,,0,1933,,254,54521,49833,3508,25,,,,1154,,,54521
01/10/2008,22505,29849,,,,,,,,0,3835,,255,56444,50299,4999,25,,,,1121,,,56444
08/10/2008,17250,30251,,,,,,,,0,8156,,253,55910,50598,4036,25,,,,1251,,,55910
15/10/2008,14605,30280,,,,,,,,0,11817,,257,56960,50866,4871,25,,,,1198,,,56960
22/10/2008,13690,30309,,,,,,,,2,19696,,255,63952,50522,12100,127,,,,1203,,,63952
29/10/2008,13145,30337,,,,,,,,0,22559,,351,66392,50772,14288,25,,,,1307,,,66392
05/11/2008,12300,30362,,,,,,,,0,24150,,342,67154,51116,14730,25,,,,1282,,,67154
12/11/2008,11458,30391,,,,,,,,0,27857,,350,70056,51318,17400,25,,,,1313,,,70056
19/11/2008,12521,30420,,,,,,,,0,28340,,352,71633,50909,19427,25,,,,1273,,,71633
26/11/2008,11789,30449,,,,,,,,2901,32069,,352,77561,51098,25131,27,,,,1305,,,77561
03/12/2008,11590,29160,,,,,,,,3175,32657,,353,76935,51576,24172,25,,,,1163,,,76935
10/12/2008,10709,29188,,,,,,,,3184,35393,,353,78827,51740,25891,34,,,,1162,,,78827
17/12/2008,11226,29216,,,,,,,,3451,34601,,360,78853,52269,25195,251,,,,1139,,,78853
24/12/2008,11711,29244,,,,,,,,2175,38031,,372,81533,54074,23895,2350,,,,1214,,,81533
31/12/2008,11717,29268,,,,,,,,1902,35327,,370,78584,53731,23604,26,,,,1222,,,78584
07/01/2009,11719,29296,,,,,,,,1000,35337,,363,77714,52249,24250,25,,,,1191,,,77714
14/01/2009,12701,29324,,,,,,,,100,34286,,362,76772,51272,24217,25,,,,1257,,,76772
21/01/2009,12693,29885,,,,,,,,100,34602,,362,77642,50872,25458,25,,,,1287,,,77642
28/01/2009,11467,30362,,,,,,,,125,32697,,266,74918,50952,22789,25,,,,1152,,,74918
04/02/2009,11469,30386,,,,,,,,25,36693,,253,78826,51126,26440,25,,,,1235,,,78826
11/02/2009,12251,30415,,,,,,,,25,33621,,248,76559,50957,24307,25,,,,1270,,,76559
18/02/2009,12251,31020,,,,,,,,0,37811,,250,81331,51010,28972,25,,,,1324,,,81331
25/02/2009,13026,31049,,,,,,,,0,35433,,253,79761,50885,27486,25,,,,1365,,,79761
04/03/2009,13040,31354,,,,,,,,0,35679,,253,80326,51057,27870,25,,,,1373,,,80326
11/03/2009,13815,31383,,,,,,,,54,36044,,255,81552,50870,29207,80,,,,1396,,,81552
18/03/2009,13818,31671,,,,,,,,0,33694,,255,79439,50820,27283,25,,,,1311,,,79439
25/03/2009,14591,31841,,,,,,,,3,33682,,252,80369,50799,28162,28,,,,1380,,,80369
01/04/2009,14593,32114,,,,,,,,0,34244,,248,81199,51203,28693,25,,,,1278,,,81199
08/04/2009,15167,32143,,,,,,,,0,32834,,249,80392,51913,27188,25,,,,1265,,,80392
15/04/2009,13068,32172,,,,,,,,0,31407,,256,76904,51553,24069,25,,,,1257,,,76904
22/04/2009,13652,32501,,,,,,,,0,31389,,256,77798,51342,22219,3000,,,,1237,,,77798
29/04/2009,13655,32530,,,,,,,,0,29334,,251,75770,51693,19991,2872,,,,1213,,,75770
06/05/2009,13131,32560,,,,,,,,0,29400,,247,75338,52036,19114,3000,,,,1188,,,75338
13/05/2009,13133,32938,,,,,,,,0,27665,,248,73983,52198,17553,3000,,,,1233,,,73983
20/05/2009,13707,33112,,,,,,,,0,27442,,247,74508,52428,17867,3000,,,,1213,,,74508
27/05/2009,13706,33142,,,,,,,,0,24056,,249,71153,52231,14647,3000,,,,1275,,,71153
03/06/2009,14280,31140,,,,,,,,0,23909,,243,69573,52414,12987,2995,,,,1178,,,69573
10/06/2009,14278,31168,,,,,,,,3,26589,,243,72282,52306,15819,3004,,,,1153,,,72282
17/06/2009,14878,31549,,,,,,,,0,29708,,246,76381,52207,19999,3000,,,,1175,,,76381
24/06/2009,14879,31577,,,,,,,,0,29744,,246,76447,52524,19754,3000,,,,1169,,,76447
01/07/2009,14480,31605,,,,,,,,0,29667,,254,76006,53503,18105,3189,,,,1210,,,76006
08/07/2009,14480,31633,,,,,,,,0,29620,,255,75988,53068,18715,3000,,,,1206,,,75988
15/07/2009,13556,31661,,,,,,,,9,31917,,256,77399,52794,20469,3008,,,,1127,,,77399
22/07/2009,13558,31834,,,,,,,,0,32017,,256,77664,52689,20825,3000,,,,1150,,,77664
29/07/2009,13456,31862,,,,,,,,0,33024,,257,78599,53088,21335,3000,,,,1177,,,78599
05/08/2009,13456,32109,,,,,,,,0,33044,,266,78875,53573,22500,1684,,,,1117,,,78875
12/08/2009,13182,32312,,,,,,,,0,31948,,267,77709,52901,20734,2938,,,,1136,,,77709
19/08/2009,13183,32504,,,,,,,,0,28638,,268,74593,52641,17841,3000,,,,1111,,,74593
26/08/2009,13384,32682,,,,,,,,0,29226,,265,75557,52830,18586,3000,,,,1141,,,75557
02/09/2009,13384,31442,,,,,,,,13,30028,,265,75132,53386,17542,3013,,,,1192,,,75132
09/09/2009,13459,31619,,,,,,,,0,29569,,267,74914,53658,17066,3000,,,,1190,,,74914
16/09/2009,13460,31640,,,,,,,,0,27913,,264,73278,52843,16277,3000,,,,1158,,,73278
23/09/2009,13759,31817,,,,,,,,420,28977,,263,75236,52722,18161,3207,,,,1146,,,75236
30/09/2009,13759,31991,,,,,,,,0,29790,,277,75817,53123,18460,3000,,,,1234,,,75817
07/10/2009,14234,31979,,,,,,,,0,28448,,265,74926,53433,17298,3000,,,,1195,,,74926
14/10/2009,14233,32181,,,,,,,,0,28235,,265,74914,53543,17118,3000,,,,1253,,,74914
21/10/2009,14634,32285,,,,,,,,0,30333,,269,77521,52953,20334,3000,,,,1234,,,77521
28/10/2009,14634,32313,,,,,,,,0,27946,,270,75163,52971,17906,3000,,,,1286,,,75163
04/11/2009,14509,32337,,,,,,,,0,27945,,273,75064,53224,19058,1556,,,,1225,,,75064
11/11/2009,14510,32538,,,,,,,,0,27945,,274,75267,53486,17560,3000,,,,1221,,,75267
18/11/2009,14910,32715,,,,,,,,0,27891,,272,75789,52930,18673,3000,,,,1187,,,75789
25/11/2009,14912,32892,,,,,,,,0,26694,,278,74775,52922,17628,3000,,,,1224,,,74775
02/12/2009,14286,31568,,,,,,,,0,26625,,276,72755,53395,15469,2895,,,,996,,,72755
09/12/2009,14286,31595,,,,,,,,0,26827,,278,72987,53498,15478,3000,,,,1011,,,72987
16/12/2009,14185,31781,,,,,,,,0,26620,,282,72869,53851,15040,3000,,,,978,,,72869
23/12/2009,14185,31959,,,,,,,,0,25379,,303,71827,55635,12285,2842,,,,1065,,,71827
30/12/2009,13684,31986,,,,,,,,0,25375,,304,71349,55830,11407,3000,,,,1112,,,71349
06/01/2010,13685,32010,,,,,,,,0,25376,,302,71373,54148,13637,2534,,,,1054,,,71373
13/01/2010,13885,32037,,,,,,,,0,25297,,305,71524,52948,14501,3000,,,,1074,,,71524
20/01/2010,13887,32212,,,,,,,,0,24208,,306,70614,52406,14155,2987,,,,1066,,,70614
27/01/2010,14185,32240,,,,,,,,0,24207,,292,70924,52484,14326,3000,,,,1114,,,70924
03/02/2010,14187,32414,,,,,,,,0,24208,,294,71102,52826,14057,3000,,,,1219,,,71102
10/02/2010,14634,32592,,,,,,,,0,24208,,295,71730,52755,14753,3000,,,,1223,,,71730
17/02/2010,14635,32779,,,,,,,,0,24170,,296,71880,52787,14874,3080,,,,1139,,,71880
24/02/2010,14832,32882,,,,,,,,0,23153,,295,71162,52583,14269,3080,,,,1230,,,71162
03/03/2010,14832,32824,,,,,,,,0,23144,,301,71101,52692,14275,2939,,,,1195,,,71101
10/03/2010,15329,33001,,,,,,,,0,23127,,303,71761,52394,15165,3003,,,,1198,,,71761
17/03/2010,15329,33172,,,,,,,,0,23049,,306,71856,52195,15170,3200,,,,1291,,,71856
24/03/2010,15624,33200,,,,,,,,0,22051,,306,71180,52136,14612,3200,,,,1231,,,71180
31/03/2010,15622,33382,,,,,,,,0,22045,,310,71359,53252,13668,3200,,,,1239,,,71359
07/04/2010,16119,33409,,,,,,,,0,22043,,307,71878,52996,14414,3200,,,,1268,,,71878
14/04/2010,16116,33586,,,,,,,,0,23036,,308,73046,52590,16006,3200,,,,1250,,,73046
21/04/2010,16510,33787,,,,,,,,0,21988,,308,72593,52500,15640,3200,,,,1253,,,72593
28/04/2010,16509,33815,,,,,,,,0,21039,,307,71670,52817,14420,3200,,,,1233,,,71670
05/05/2010,16760,33993,,,,,,,,0,17022,,312,68087,53195,10659,3021,,,,1211,,,68087
12/05/2010,16758,34171,,,,,,,,0,16093,,314,67336,53070,9823,3200,,,,1243,,,67336
19/05/2010,17408,34349,,,,,,,,0,15090,,314,67160,53289,9657,2986,,,,1229,,,67160
26/05/2010,17411,34452,,,,,,,,0,15091,,316,67270,53995,8846,3200,,,,1230,,,67270
