date,V36612,V36613,V1160788296,V1038114416,v1146067261,v1154426989,v1146067262,v1146067263,v1154426990,V36634,V44201362,v1154426991,V36635,V36610,V36625,V36628,V36636,v1146067264,V1203435186,V1210798115,V36632,V1490410223,V1490410224,V36624
03/12/1980,4571,10459,,,,,,,,0,,,1465,16495,10439,14,5271,,,,773,,,16495
10/12/1980,4734,10442,,,,,,,,68,,,1436,16680,10668,11,5365,,,,636,,,16680
17/12/1980,5165,10448,,,,,,,,0,,,1599,17213,10885,12,5232,,,,1084,,,17213
24/12/1980,5285,10535,,,,,,,,139,,,2875,18834,11063,30,5643,,,,2098,,,18834
31/12/1980,5252,10541,,,,,,,,16,,,1504,17313,11108,59,5466,,,,680,,,17313
07/01/1981,4338,10550,,,,,,,,0,,,1687,16575,10902,11,5020,,,,643,,,16575
14/01/1981,4444,10537,,,,,,,,139,,,1772,16892,10551,9,5840,,,,492,,,16892
21/01/1981,4741,10551,,,,,,,,0,,,1127,16419,10285,28,5355,,,,751,,,16419
28/01/1981,4786,10558,,,,,,,,75,,,885,16303,10138,10,5659,,,,497,,,16303
04/02/1981,4629,10704,,,,,,,,0,,,1030,16363,10158,11,5468,,,,726,,,16363
11/02/1981,4533,10694,,,,,,,,0,,,1006,16233,10215,11,5418,,,,588,,,16233
18/02/1981,4669,10687,,,,,,,,0,,,1238,16595,10152,139,5313,,,,990,,,16595
25/02/1981,4613,10712,,,,,,,,0,,,999,16324,10109,10,5373,,,,831,,,16324
04/03/1981,4319,10906,,,,,,,,0,,,1701,16926,10176,12,5378,,,,1360,,,16926
11/03/1981,4126,10913,,,,,,,,0,,,1703,16741,10224,12,5534,,,,971,,,16741
18/03/1981,3855,10919,,,,,,,,0,,,1904,16678,10139,10,5337,,,,1192,,,16678
25/03/1981,3832,10917,,,,,,,,143,,,1984,16877,10151,10,5537,,,,1179,,,16877
01/04/1981,3992,11103,,,,,,,,0,,,1732,16826,10187,24,5042,,,,1572,,,16826
08/04/1981,4291,11111,,,,,,,,0,,,1246,16649,10268,11,5318,,,,1051,,,16649
15/04/1981,4361,11097,,,,,,,,26,,,1135,16619,10269,12,5397,,,,941,,,16619
22/04/1981,4471,11099,,,,,,,,0,,,1133,16702,10339,14,5306,,,,1043,,,16702
29/04/1981,4308,11079,,,,,,,,2,,,1479,16868,10337,9,5354,,,,1169,,,16868
06/05/1981,4634,11245,,,,,,,,139,,,1022,17040,10454,63,5583,,,,941,,,17040
13/05/1981,4776,11248,,,,,,,,1,,,1179,17205,10616,14,5671,,,,903,,,17205
20/05/1981,4747,11243,,,,,,,,2,,,1677,17670,10631,12,5507,,,,1519,,,17670
27/05/1981,4782,11248,,,,,,,,0,,,1052,17082,10616,13,5473,,,,982,,,17082
03/06/1981,4501,11265,,,,,,,,2,,,1022,16790,10646,11,5211,,,,921,,,16790
10/06/1981,4639,11259,,,,,,,,0,,,1195,17093,10727,13,5314,,,,1039,,,17093
17/06/1981,5152,11274,,,,,,,,0,,,1342,17768,10699,481,5266,,,,1322,,,17768
24/06/1981,5277,11276,,,,,,,,0,,,869,17421,10737,489,5388,,,,807,,,17421
01/07/1981,5084,11257,,,,,,,,56,,,1227,17624,10835,181,5429,,,,1179,,,17624
08/07/1981,5302,11413,,,,,,,,0,,,888,17603,11077,258,5310,,,,958,,,17603
15/07/1981,5288,11408,,,,,,,,0,,,987,17683,10984,117,5299,,,,1284,,,17683
22/07/1981,5205,11420,,,,,,,,0,,,1085,17710,10942,253,5296,,,,1219,,,17710
29/07/1981,5150,11412,,,,,,,,0,,,1127,17690,10930,158,5527,,,,1074,,,17690
05/08/1981,4937,11557,,,,,,,,0,,,1405,17899,11008,17,5459,,,,1414,,,17899
12/08/1981,5193,11559,,,,,,,,0,,,809,17560,11054,238,5385,,,,882,,,17560
19/08/1981,5063,11560,,,,,,,,1,,,1672,18297,10937,284,5349,,,,1726,,,18297
26/08/1981,5178,11562,,,,,,,,2,,,980,17722,10879,380,5463,,,,999,,,17722
02/09/1981,5083,11559,,,,,,,,0,,,1213,17855,10938,138,5515,,,,1265,,,17855
09/09/1981,4958,11560,,,,,,,,0,,,990,17508,11069,10,5503,,,,925,,,17508
16/09/1981,4508,11559,,,,,,,,0,,,1693,17761,10939,12,5457,,,,1352,,,17761
23/09/1981,4098,11564,,,,,,,,0,,,1567,17229,10841,6,5371,,,,1012,,,17229
30/09/1981,4161,11560,,,,,,,,36,,,1623,17381,10793,9,5516,,,,1061,,,17381
07/10/1981,4097,11563,,,,,,,,0,,,1326,16985,10879,8,5263,,,,834,,,16985
14/10/1981,3751,11561,,,,,,,,0,,,1907,17219,10950,8,5509,,,,752,,,17219
21/10/1981,4113,11711,,,,,,,,0,,,1573,17397,10863,10,5340,,,,1184,,,17397
28/10/1981,4367,11711,,,,,,,,0,,,1008,17086,10789,10,5387,,,,899,,,17086
04/11/1981,4204,11713,,,,,,,,0,,,2256,18173,10859,85,5192,,,,2037,,,18173
11/11/1981,4093,11713,,,,,,,,0,,,3093,18898,10950,27,5164,,,,2757,,,18898
18/11/1981,4015,11714,,,,,,,,0,,,1702,17432,10852,28,5125,,,,1427,,,17432
25/11/1981,4572,11680,,,,,,,,0,,,1373,17625,10791,465,5126,,,,1243,,,17625
02/12/1981,5219,11681,,,,,,,,0,,,1073,17972,10837,754,5276,,,,1104,,,17972
09/12/1981,5739,11690,,,,,,,,0,,,841,18270,11080,982,5394,,,,815,,,18270
16/12/1981,5610,11668,,,,,,,,0,,,1380,18657,11171,799,5235,,,,1453,,,18657
23/12/1981,5699,11675,,,,,,,,0,,,1253,18627,11514,483,5493,,,,1137,,,18627
30/12/1981,5516,11669,,,,,,,,0,,,1210,18394,11699,318,5397,,,,981,,,18394
06/01/1982,5465,11672,,,,,,,,0,,,1240,18377,11544,17,5901,,,,915,,,18377
13/01/1982,5259,11671,,,,,,,,0,,,821,17751,11147,17,5979,,,,609,,,17751
20/01/1982,5126,11671,,,,,,,,0,,,1229,18027,10845,369,5867,,,,947,,,18027
27/01/1982,4799,11672,,,,,,,,0,,,1028,17499,10699,21,5972,,,,807,,,17499
03/02/1982,4754,11546,,,,,,,,0,,,1041,17341,10727,16,5577,,,,1020,,,17341
10/02/1982,4711,11545,,,,,,,,0,,,1007,17263,10768,17,5666,,,,812,,,17263
17/02/1982,4639,11545,,,,,,,,0,,,1477,17661,10689,17,5607,,,,1348,,,17661
24/02/1982,4634,11546,,,,,,,,0,,,987,17168,10609,16,5532,,,,1011,,,17168
03/03/1982,4435,11547,,,,,,,,0,,,1006,16988,10688,174,5139,,,,988,,,16988
10/03/1982,4498,11549,,,,,,,,0,,,1076,17123,10736,92,5217,,,,1079,,,17123
17/03/1982,4492,11549,,,,,,,,0,,,1346,17387,10614,95,5190,,,,1487,,,17387
24/03/1982,4517,11548,,,,,,,,0,,,954,17019,10617,221,5214,,,,967,,,17019
31/03/1982,4814,11895,,,,,,,,0,,,1824,18533,10652,1047,5255,,,,1579,,,18533
07/04/1982,4619,11541,,,,,,,,0,,,1070,17229,10863,199,5194,,,,973,,,17229
14/04/1982,4676,11541,,,,,,,,0,,,1098,17315,10954,139,5172,,,,1049,,,17315
21/04/1982,4618,11545,,,,,,,,0,,,1121,17284,10846,107,5070,,,,1261,,,17284
28/04/1982,4638,11542,,,,,,,,0,,,1142,17322,10863,175,5178,,,,1105,,,17322
05/05/1982,4371,11689,,,,,,,,4,,,1094,17156,10991,285,4599,,,,1281,,,17156
12/05/1982,4394,11685,,,,,,,,0,,,1076,17155,11128,140,4629,,,,1258,,,17155
19/05/1982,4384,11687,,,,,,,,0,,,1354,17425,11085,166,4613,,,,1562,,,17425
26/05/1982,4283,11688,,,,,,,,0,,,1314,17284,11237,13,4635,,,,1399,,,17284
02/06/1982,4495,11833,,,,,,,,2,,,1426,17755,11300,445,4502,,,,1508,,,17755
09/06/1982,4792,11836,,,,,,,,0,,,1403,18031,11371,631,4562,,,,1467,,,18031
16/06/1982,4599,11844,,,,,,,,0,,,2267,18710,11278,447,4515,,,,2469,,,18710
23/06/1982,4684,11839,,,,,,,,0,,,979,17502,11386,451,4553,,,,1113,,,17502
30/06/1982,4583,11839,,,,,,,,42,,,1871,18336,11539,216,4551,,,,2030,,,18336
07/07/1982,4451,11999,,,,,,,,0,,,1302,17753,11767,53,4772,,,,1161,,,17753
14/07/1982,3866,11996,,,,,,,,1,,,1660,17523,11768,10,4765,,,,980,,,17523
21/07/1982,3602,11999,,,,,,,,0,,,2110,17712,11691,14,4607,,,,1400,,,17712
28/07/1982,3627,12015,,,,,,,,0,,,1671,17313,11679,11,4772,,,,851,,,17313
04/08/1982,3516,12195,,,,,,,,0,,,2115,17826,11756,18,4862,,,,1190,,,17826
11/08/1982,3797,12196,,,,,,,,0,,,1522,17514,11764,17,4979,,,,754,,,17514
18/08/1982,3498,12199,,,,,,,,0,,,2265,17962,11632,18,4686,,,,1625,,,17962
25/08/1982,3511,12207,,,,,,,,0,,,1749,17467,11565,11,5006,,,,885,,,17467
01/09/1982,3285,12405,,,,,,,,3,,,2170,17864,11583,648,4354,,,,1279,,,17864
08/09/1982,2933,12397,,,,,,,,0,,,1701,17031,11753,18,4395,,,,864,,,17031
15/09/1982,2536,12399,,,,,,,,0,,,2019,16953,11634,12,4341,,,,966,,,16953
22/09/1982,2394,12399,,,,,,,,0,,,2047,16841,11533,14,4277,,,,1016,,,16841
29/09/1982,2288,12398,,,,,,,,0,,,2344,17030,11527,13,4306,,,,1183,,,17030
06/10/1982,2538,12401,,,,,,,,0,,,1904,16843,11615,15,4379,,,,834,,,16843
13/10/1982,2379,12398,,,,,,,,0,,,2486,17263,11753,16,4269,,,,1225,,,17263
20/10/1982,2395,12521,,,,,,,,0,,,2102,17017,11651,14,4257,,,,1096,,,17017
27/10/1982,2304,12526,,,,,,,,0,,,2040,16869,11589,13,4383,,,,883,,,16869
03/11/1982,2347,12722,,,,,,,,0,,,2648,17717,11715,13,4338,,,,1651,,,17717
10/11/1982,2484,12723,,,,,,,,0,,,3221,18428,11850,10,4461,,,,2107,,,18428
17/11/1982,2806,12726,,,,,,,,1,,,2393,17926,11776,13,4366,,,,1770,,,17926
24/11/1982,3106,12927,,,,,,,,0,,,1081,17113,11694,12,4459,,,,948,,,17113
01/12/1982,3013,12926,,,,,,,,13,,,1709,17662,11760,19,4556,,,,1327,,,17662
08/12/1982,3134,12941,,,,,,,,0,,,1176,17250,12036,12,4457,,,,745,,,17250
15/12/1982,2549,12942,,,,,,,,76,,,2441,18008,12115,131,4511,,,,1252,,,18008
22/12/1982,2644,12968,,,,,,,,0,,,2110,17722,12552,13,4390,,,,767,,,17722
29/12/1982,2522,12944,,,,,,,,62,,,2884,18412,12757,13,4815,,,,826,,,18412
05/01/1983,2430,12951,,,,,,,,0,,,3647,19028,12681,15,4592,,,,1741,,,19028
12/01/1983,2623,12949,,,,,,,,86,,,2233,17892,12155,16,4916,,,,804,,,17892
19/01/1983,2926,12967,,,,,,,,0,,,1610,17502,11732,17,4774,,,,979,,,17502
26/01/1983,3111,12955,,,,,,,,0,,,1101,17167,11585,40,4895,,,,647,,,17167
02/02/1983,3144,12906,,,,,,,,0,,,1435,17485,11596,11,4725,,,,1153,,,17485
09/02/1983,2909,12910,,,,,,,,0,,,1201,17019,11659,14,4591,,,,755,,,17019
16/02/1983,2359,12922,,,,,,,,0,,,1917,17198,11580,18,4326,,,,1273,,,17198
23/02/1983,2266,13052,,,,,,,,0,,,1664,16982,11560,14,4450,,,,958,,,16982
02/03/1983,2073,13085,,,,,,,,0,,,1730,16888,11600,12,4093,,,,1183,,,16888
09/03/1983,2212,13074,,,,,,,,0,,,2086,17372,11681,11,4470,,,,1211,,,17372
16/03/1983,2363,12889,,,,,,,,0,,,1923,17175,11599,16,4185,,,,1375,,,17175
23/03/1983,2507,12867,,,,,,,,0,,,1688,17061,11555,9,4241,,,,1257,,,17061
30/03/1983,2438,12885,,,,,,,,0,,,2013,17336,11640,12,4015,,,,1668,,,17336
06/04/1983,2468,12895,,,,,,,,0,,,1600,16963,11751,13,4098,,,,1102,,,16963
13/04/1983,2615,12891,,,,,,,,0,,,1299,16805,11752,12,4101,,,,941,,,16805
20/04/1983,2608,12875,,,,,,,,0,,,1545,17027,11677,14,4142,,,,1194,,,17027
27/04/1983,2543,13172,,,,,,,,0,,,2210,17925,11727,860,4141,,,,1198,,,17925
04/05/1983,2525,13177,,,,,,,,0,,,1333,17035,11845,10,4152,,,,1028,,,17035
11/05/1983,2646,13209,,,,,,,,0,,,1431,17286,11979,13,4150,,,,1144,,,17286
18/05/1983,2688,13247,,,,,,,,0,,,1529,17464,11976,13,4108,,,,1366,,,17464
25/05/1983,2735,13243,,,,,,,,37,,,1646,17661,12153,12,4284,,,,1211,,,17661
01/06/1983,2857,13245,,,,,,,,4,,,1745,17850,12139,13,4201,,,,1497,,,17850
08/06/1983,2616,13275,,,,,,,,5,,,1829,17726,12261,17,4198,,,,1249,,,17726
15/06/1983,2671,13276,,,,,,,,44,,,1524,17515,12238,15,4177,,,,1085,,,17515
22/06/1983,2786,13478,,,,,,,,1,,,1539,17804,12321,12,4124,,,,1347,,,17804
29/06/1983,2860,13486,,,,,,,,0,,,1646,17991,12536,13,4133,,,,1310,,,17991
06/07/1983,2734,13484,,,,,,,,0,,,1898,18117,12785,13,4226,,,,1092,,,18117
13/07/1983,2501,13676,,,,,,,,0,,,1779,17956,12814,15,4278,,,,849,,,17956
20/07/1983,2732,13677,,,,,,,,0,,,1783,18191,12741,14,4195,,,,1241,,,18191
27/07/1983,2768,13703,,,,,,,,0,,,1671,18142,12765,8,4262,,,,1107,,,18142
03/08/1983,2639,13828,,,,,,,,0,,,1878,18345,12906,14,4036,,,,1389,,,18345
10/08/1983,2549,13828,,,,,,,,2,,,1368,17747,12882,11,4127,,,,728,,,17747
17/08/1983,2709,13834,,,,,,,,4,,,1642,18189,12718,89,4008,,,,1374,,,18189
24/08/1983,2637,13841,,,,,,,,0,,,1292,17771,12669,15,4011,,,,1076,,,17771
31/08/1983,2192,13830,,,,,,,,0,,,2127,18149,12789,14,4055,,,,1292,,,18149
07/09/1983,2221,13880,,,,,,,,1,,,1754,17855,12977,15,3922,,,,941,,,17855
14/09/1983,2137,13880,,,,,,,,0,,,1501,17517,12908,13,3764,,,,832,,,17517
21/09/1983,2173,13880,,,,,,,,0,,,1533,17586,12729,14,3728,,,,1116,,,17586
28/09/1983,2172,14030,,,,,,,,0,,,1425,17626,12727,12,3945,,,,942,,,17626
05/10/1983,2179,14030,,,,,,,,0,,,1233,17442,12862,14,3622,,,,944,,,17442
12/10/1983,2152,14030,,,,,,,,6,,,1406,17594,12997,15,3692,,,,891,,,17594
19/10/1983,2128,14170,,,,,,,,0,,,1549,17846,12889,15,3643,,,,1300,,,17846
26/10/1983,2067,14170,,,,,,,,0,,,1243,17481,12826,3,3701,,,,950,,,17481
02/11/1983,2308,14171,,,,,,,,0,,,3209,19687,12903,11,3522,,,,3253,,,19687
09/11/1983,2317,14326,,,,,,,,0,,,2277,18919,13065,10,3649,,,,2196,,,18919
16/11/1983,2162,14320,,,,,,,,5,,,2439,18926,13009,16,3965,,,,1936,,,18926
23/11/1983,2216,14320,,,,,,,,0,,,1292,17828,12914,456,3452,,,,1007,,,17828
30/11/1983,2278,14320,,,,,,,,29,,,1478,18105,12945,328,3590,,,,1243,,,18105
07/12/1983,2402,14336,,,,,,,,17,,,1116,17871,13223,428,3514,,,,706,,,17871
14/12/1983,2723,14336,,,,,,,,15,,,1209,18284,13417,717,3262,,,,888,,,18284
21/12/1983,2733,14269,,,,,,,,0,,,1612,18615,13804,269,3370,,,,1172,,,18615
28/12/1983,2495,14270,,,,,,,,0,,,1713,18478,14155,17,3337,,,,969,,,18478
04/01/1984,2494,14264,,,,,,,,0,,,1975,18733,14056,10,3772,,,,895,,,18733
11/01/1984,2489,14264,,,,,,,,4,,,984,17741,13427,37,3804,,,,474,,,17741
18/01/1984,2675,14283,,,,,,,,0,,,1560,18518,12913,625,3824,,,,1157,,,18518
25/01/1984,2701,14284,,,,,,,,0,,,1215,18199,12711,841,3769,,,,878,,,18199
01/02/1984,2371,14193,,,,,,,,42,,,2406,19013,12684,1333,3376,,,,1619,,,19013
08/02/1984,2305,14193,,,,,,,,0,,,1060,17559,12785,582,3371,,,,821,,,17559
15/02/1984,2218,14196,,,,,,,,21,,,1033,17468,12698,630,3355,,,,785,,,17468
22/02/1984,2095,14270,,,,,,,,0,,,1280,17645,12628,483,3561,,,,974,,,17645
29/02/1984,2113,14281,,,,,,,,128,,,1531,18052,12654,622,3451,,,,1325,,,18052
07/03/1984,2170,14303,,,,,,,,0,,,1528,18000,12752,565,3282,,,,1401,,,18000
14/03/1984,2336,14422,,,,,,,,0,,,1302,18060,12731,1183,3043,,,,1102,,,18060
21/03/1984,2456,14412,,,,,,,,0,,,1594,18463,12643,1093,3160,,,,1566,,,18463
28/03/1984,2431,14413,,,,,,,,6,,,2024,18874,12695,990,3243,,,,1946,,,18874
04/04/1984,2474,14335,,,,,,,,29,,,1704,18542,12799,458,3656,,,,1629,,,18542
11/04/1984,2503,14335,,,,,,,,7,,,1214,18059,12954,730,3204,,,,1172,,,18059
18/04/1984,2576,14336,,,,,,,,15,,,1495,18421,13029,741,3211,,,,1440,,,18421
25/04/1984,2422,14336,,,,,,,,0,,,1328,18087,13148,308,3501,,,,1130,,,18087
02/05/1984,2418,14411,,,,,,,,0,,,1966,18795,13142,523,3333,,,,1796,,,18795
09/05/1984,2563,14421,,,,,,,,6,,,1347,18337,13264,520,3409,,,,1144,,,18337
16/05/1984,2846,14421,,,,,,,,12,,,2676,19955,13294,810,3493,,,,2358,,,19955
23/05/1984,2675,14422,,,,,,,,3,,,2348,19447,13402,885,3111,,,,2048,,,19447
30/05/1984,2020,14422,,,,,,,,3,,,1985,18430,13374,182,3320,,,,1554,,,18430
06/06/1984,2295,14290,,,,,,,,9,,,1822,18416,13461,766,2757,,,,1433,,,18416
13/06/1984,2598,14268,,,,,,,,64,,,1288,18218,13517,812,2858,,,,1032,,,18218
20/06/1984,2414,14368,,,,,,,,0,,,1622,18404,13512,263,3252,,,,1378,,,18404
27/06/1984,2556,14369,,,,,,,,0,,,1496,18421,13722,299,3343,,,,1057,,,18421
04/07/1984,2983,14369,,,,,,,,23,,,2324,19699,13982,355,3338,,,,2024,,,19699
11/07/1984,3293,14475,,,,,,,,17,,,2363,20148,14028,2045,2587,,,,1487,,,20148
18/07/1984,3318,14469,,,,,,,,2,,,1772,19560,13884,1253,2983,,,,1440,,,19560
25/07/1984,2413,14469,,,,,,,,0,,,2385,19267,13818,1024,2939,,,,1487,,,19267
01/08/1984,2178,14418,,,,,,,,27,,,2942,19565,13912,842,2815,,,,1996,,,19565
08/08/1984,2147,14419,,,,,,,,0,,,1880,18446,14097,13,3181,,,,1154,,,18446
15/08/1984,1972,14373,,,,,,,,55,,,1345,17745,13954,16,2709,,,,1066,,,17745
22/08/1984,2223,14476,,,,,,,,2,,,2439,19139,13749,980,2909,,,,1500,,,19139
29/08/1984,1819,14465,,,,,,,,0,,,1499,17783,13825,14,3085,,,,860,,,17783
05/09/1984,1921,14470,,,,,,,,0,,,1976,18367,14000,225,2873,,,,1268,,,18367
12/09/1984,1639,14461,,,,,,,,0,,,2243,18343,14018,649,2720,,,,956,,,18343
19/09/1984,1867,14469,,,,,,,,0,,,1737,18073,13809,224,2648,,,,1392,,,18073
26/09/1984,1821,14462,,,,,,,,0,,,1345,17628,13789,278,2515,,,,1046,,,17628
03/10/1984,1683,14122,,,,,,,,0,,,1787,17593,13906,14,2623,,,,1050,,,17593
10/10/1984,1666,14122,,,,,,,,0,,,1914,17702,14120,11,2703,,,,868,,,17702
17/10/1984,2116,14125,,,,,,,,2,,,1539,17782,13958,38,2311,,,,1475,,,17782
24/10/1984,2394,13992,,,,,,,,1,,,2448,18835,13799,1175,2533,,,,1327,,,18835
31/10/1984,2470,13892,,,,,,,,0,,,2245,18608,13849,175,2437,,,,2146,,,18608
07/11/1984,1903,13905,,,,,,,,0,,,2637,18444,14070,17,2071,,,,2286,,,18444
14/11/1984,2655,13858,,,,,,,,0,,,3464,19977,14157,961,2795,,,,2064,,,19977
21/11/1984,2685,13856,,,,,,,,54,,,2295,18891,14017,644,2418,,,,1811,,,18891
28/11/1984,3208,13816,,,,,,,,0,,,1423,18447,14005,360,2727,,,,1354,,,18447
05/12/1984,3581,13831,,,,,,,,12,,,1737,19161,14197,1359,2578,,,,1028,,,19161
12/12/1984,3743,13819,,,,,,,,14,,,1543,19119,14474,998,2704,,,,943,,,19119
19/12/1984,3926,13668,,,,,,,,13,,,1714,19322,14920,12,2808,,,,1582,,,19322
26/12/1984,3612,13663,,,,,,,,0,,,1961,19237,15120,14,2742,,,,1360,,,19237
02/01/1985,3510,13651,,,,,,,,0,,,2416,19577,15209,63,2806,,,,1498,,,19577
09/01/1985,3886,13665,,,,,,,,23,,,1458,19032,14608,806,2412,,,,1206,,,19032
16/01/1985,3641,13666,,,,,,,,0,,,2138,19444,14039,895,2958,,,,1553,,,19444
23/01/1985,3212,13666,,,,,,,,0,,,1597,18475,13759,1006,2720,,,,989,,,18475
30/01/1985,3610,13343,,,,,,,,0,,,1648,18601,13737,797,2812,,,,1255,,,18601
06/02/1985,3493,13430,,,,,,,,1,,,1694,18618,13845,847,2641,,,,1285,,,18618
13/02/1985,3585,13393,,,,,,,,0,,,968,17947,13849,1068,2271,,,,759,,,17947
20/02/1985,3731,13468,,,,,,,,0,,,1682,18881,13738,734,2903,,,,1506,,,18881
27/02/1985,3751,13468,,,,,,,,0,,,1473,18692,13838,1308,2268,,,,1278,,,18692
06/03/1985,3934,13464,,,,,,,,0,,,2307,19705,13946,871,2732,,,,2156,,,19705
13/03/1985,3881,13464,,,,,,,,53,,,1872,19270,13948,1505,2372,,,,1445,,,19270
20/03/1985,2834,13563,,,,,,,,0,,,2009,18406,13859,51,2543,,,,1953,,,18406
27/03/1985,2700,13574,,,,,,,,15,,,2460,18749,13876,9,2710,,,,2154,,,18749
03/04/1985,2531,13257,,,,,,,,337,,,2371,18497,14078,15,2992,,,,1412,,,18497
10/04/1985,2495,13283,,,,,,,,470,,,2966,19214,14226,874,2581,,,,1534,,,19214
17/04/1985,2195,13016,,,,,,,,685,,,2385,18280,14052,18,2559,,,,1652,,,18280
24/04/1985,2665,13024,,,,,,,,779,,,1927,18395,14029,12,3041,,,,1314,,,18395
01/05/1985,2809,13116,,,,,,,,739,,,3432,20096,14154,1105,3175,,,,1662,,,20096
08/05/1985,3062,13120,,,,,,,,810,,,1502,18493,14372,20,2504,,,,1597,,,18493
15/05/1985,2503,13116,,,,,,,,989,,,3103,19710,14434,13,3154,,,,2109,,,19710
22/05/1985,2977,13181,,,,,,,,955,,,3504,20616,14519,1453,2365,,,,2279,,,20616
29/05/1985,3251,13122,,,,,,,,1023,,,1876,19272,14496,111,2982,,,,1683,,,19272
05/06/1985,3158,13134,,,,,,,,1175,,,2137,19604,14595,613,2532,,,,1864,,,19604
12/06/1985,3561,12784,,,,,,,,1246,,,2551,20142,14677,1467,2594,,,,1403,,,20142
19/06/1985,3027,12794,,,,,,,,1443,,,2034,19298,14642,387,2572,,,,1697,,,19298
26/06/1985,2948,12782,,,,,,,,1418,,,1888,19037,14903,17,2727,,,,1390,,,19037
03/07/1985,3698,12584,,,,,,,,1521,,,1924,19727,15201,96,2571,,,,1859,,,19727
10/07/1985,3455,12584,,,,,,,,1571,,,1472,19082,15205,193,2536,,,,1148,,,19082
17/07/1985,3503,12584,,,,,,,,1636,,,1772,19496,15011,281,2520,,,,1683,,,19496
24/07/1985,3256,12659,,,,,,,,1671,,,2354,19941,14938,474,2484,,,,2045,,,19941
31/07/1985,3285,12659,,,,,,,,1701,,,1850,19495,15033,358,2502,,,,1602,,,19495
07/08/1985,3390,12660,,,,,,,,1805,,,1399,19254,15242,459,2265,,,,1287,,,19254
14/08/1985,3150,12660,,,,,,,,1782,,,1279,18870,15140,370,2282,,,,1078,,,18870
21/08/1985,3002,12670,,,,,,,,1810,,,1877,19359,14950,88,2628,,,,1694,,,19359
28/08/1985,3102,12670,,,,,,,,1820,,,1315,18907,15017,317,2394,,,,1178,,,18907
04/09/1985,2943,12714,,,,,,,,1902,,,2052,19611,15197,24,2874,,,,1516,,,19611
11/09/1985,2927,12670,,,,,,,,1906,,,1142,18644,15174,213,2272,,,,985,,,18644
18/09/1985,3017,12670,,,,,,,,1788,,,1811,19285,14968,230,2361,,,,1726,,,19285
25/09/1985,2500,12595,,,,,,,,1795,,,2168,19059,14932,369,2001,,,,1757,,,19059
02/10/1985,2728,12353,,,,,,,,1810,,,2767,19659,15030,15,2485,,,,2129,,,19659
09/10/1985,2126,12353,,,,,,,,1813,,,2856,19148,15237,8,2469,,,,1434,,,19148
16/10/1985,2231,12353,,,,,,,,2355,,,3010,19949,15291,12,2581,,,,2065,,,19949
23/10/1985,2835,12437,,,,,,,,2944,,,2725,20941,15136,1504,2556,,,,1745,,,20941
30/10/1985,2940,12326,,,,,,,,2959,,,1861,20085,15100,627,2346,,,,2012,,,20085
06/11/1985,3085,12299,,,,,,,,3157,,,2597,21138,15327,510,2698,,,,2603,,,21138
13/11/1985,3286,12300,,,,,,,,3069,,,3534,22189,15443,272,3335,,,,3139,,,22189
20/11/1985,3601,12175,,,,,,,,3059,,,2438,21273,15285,705,2930,,,,2353,,,21273
27/11/1985,3560,12161,,,,,,,,3089,,,1948,20758,15220,671,3251,,,,1616,,,20758
04/12/1985,3684,12165,,,,,,,,3082,,,1555,20486,15461,787,2668,,,,1571,,,20486
11/12/1985,3765,12194,,,,,,,,3149,,,1429,20537,15788,698,2660,,,,1391,,,20537
18/12/1985,3933,11840,,,,,,,,3151,,,2367,21291,16238,244,2629,,,,2181,,,21291
25/12/1985,4123,11686,,,,,,,,3270,,,2510,21588,16522,16,3438,,,,1613,,,21588
01/01/1986,3984,11683,,,,,,,,3469,,,1999,21135,16672,313,2407,,,,1743,,,21135
08/01/1986,3846,11684,,,,,,,,3265,,,1629,20424,16031,119,3132,,,,1143,,,20424
15/01/1986,4046,11685,,,,,,,,3368,,,1715,20814,15332,770,3366,,,,1346,,,20814
22/01/1986,3732,11611,,,,,,,,3110,,,2165,20617,15041,511,3146,,,,1919,,,20617
29/01/1986,4052,11611,,,,,,,,3288,,,1646,20596,14975,1343,3216,,,,1063,,,20596
05/02/1986,3507,11526,,,,,,,,3399,,,2003,20435,15073,1758,2155,,,,1450,,,20435
12/02/1986,3468,11542,,,,,,,,3417,,,1790,20216,15076,894,2791,,,,1456,,,20216
19/02/1986,3368,11384,,,,,,,,3462,,,2800,21015,14937,909,2890,,,,2279,,,21015
26/02/1986,2625,10807,,,,,,,,3389,,,2399,19221,14950,14,2860,,,,1397,,,19221
05/03/1986,2923,10768,,,,,,,,3766,,,2171,19628,15040,343,2356,,,,1890,,,19628
12/03/1986,2864,10707,,,,,,,,4008,,,2159,19737,15046,372,2785,,,,1534,,,19737
19/03/1986,3128,10290,,,,,,,,4257,,,2158,19832,15017,14,2695,,,,2107,,,19832
26/03/1986,3510,10304,,,,,,,,4331,,,1942,20087,15174,15,3177,,,,1720,,,20087
02/04/1986,3448,10203,,,,,,,,4823,,,2502,20976,15329,352,3174,,,,2122,,,20976
09/04/1986,2945,9943,,,,,,,,4740,,,1982,19611,15356,510,2317,,,,1428,,,19611
16/04/1986,3369,10018,,,,,,,,4860,,,2294,20541,15183,10,3202,,,,2146,,,20541
23/04/1986,3639,10017,,,,,,,,4803,,,1812,20271,15186,282,2954,,,,1848,,,20271
30/04/1986,2831,10115,,,,,,,,4861,,,2527,20333,15299,16,3087,,,,1932,,,20333
