date,V37331,V37323_G6,V37332,V37333,V37334,V37335,V37342,V42141675,V42141674,V37319,V37346,V37295_G6,V37298,V37301,V37294,V37312,V42141668
01/04/2017,142800,3720,243267,88505,81318,130593,690204,11781,701985,14556,74,4939,0,0,2840,697983,709765
01/05/2017,147100,4022,236664,91532,85218,134793,699329,11868,711197,14502,74,4905,0,0,2840,707074,718941
01/06/2017,150500,3694,242174,94475,91348,119457,701649,12081,713730,13972,75,4777,0,0,2840,709266,721346
01/07/2017,141300,3334,241864,97655,95248,119457,698857,12130,710987,13543,75,4721,0,0,2840,706418,718548
01/08/2017,137000,3615,235112,97657,99148,123657,696189,12089,708278,13586,76,4670,0,0,2840,703698,715788
01/09/2017,134200,3491,258916,90181,83548,124807,695143,12089,707232,13552,77,4626,0,0,2840,702609,714698
01/10/2017,128000,3090,259556,93389,87448,127745,699228,12132,711359,13964,77,4481,0,0,2840,706549,718680
01/11/2017,121500,3102,254077,100265,91148,128245,698336,12260,710597,17907,77,3621,0,0,2840,704797,717057
01/12/2017,120300,2615,253919,100094,91148,130045,698120,12312,710433,17468,78,3445,0,0,2840,704405,716718
01/01/2018,112600,2334,256054,102785,94848,129978,698598,12486,711084,17202,77,3291,0,0,2840,704729,717214
01/02/2018,114900,2512,249616,102949,98548,132978,701503,12277,713780,17894,77,3198,0,0,2840,707541,719818
01/03/2018,110700,2591,265296,94397,83548,133378,689909,12661,702570,13483,78,3120,0,0,2840,695868,708529
01/04/2018,115900,2540,261847,96584,86548,135678,699096,13020,712116,13375,77,3049,0,0,2840,704985,718005
01/05/2018,123900,2476,253869,96621,89548,136678,703091,13205,716296,13395,77,2998,0,0,2840,708929,722134
01/06/2018,119300,3018,258629,101449,86489,126078,694963,13402,708364,13580,78,2942,0,0,10567,708471,721873
01/07/2018,119700,2712,260333,101407,89489,129078,702719,13452,716171,13421,77,2907,0,0,10567,716193,729644
01/08/2018,127000,3179,249808,101355,92489,130078,703908,13541,717449,13115,77,2861,0,0,10767,717536,731076
01/09/2018,128500,2944,260161,96116,80489,130445,698655,13863,712518,12984,77,2819,0,0,10657,712131,725994
01/10/2018,133000,3459,261092,96188,83489,133445,710674,13830,724503,13147,76,2771,0,0,10657,724101,737931
01/11/2018,132700,2751,252489,96227,86489,135145,705801,13628,719430,13273,77,2174,0,0,13657,721632,735260
01/12/2018,129900,2860,257771,93160,86489,135145,705325,13799,719124,13675,77,2019,0,0,13657,721001,734800
01/01/2019,128800,2960,261869,93006,89489,138092,714216,13537,727753,17097,76,1934,0,0,13657,729806,743343
01/02/2019,129800,2821,249784,93012,92489,138492,706399,13494,719893,13158,77,1893,0,0,13657,721948,735442
01/03/2019,134300,2699,261848,88073,80489,138492,705902,13583,719484,13316,76,1842,0,0,15657,723401,736983
01/04/2019,137100,3696,260347,88084,84489,143192,716907,13989,730897,13350,76,1794,0,0,15307,734008,747997
01/05/2019,141400,3064,254189,90520,88489,143892,721554,14437,735990,13456,75,1760,0,0,15307,738621,753057
01/06/2019,134900,2284,263524,93688,97873,120709,712978,14723,727700,13090,76,1728,0,0,15307,730012,744735
01/07/2019,138900,2827,264008,93718,101873,123709,725034,15005,740039,12908,75,1698,0,0,15307,742039,757043
01/08/2019,136800,3123,261159,96153,106073,125109,728416,14877,743294,12933,75,1672,0,0,15307,745394,760272
01/09/2019,134200,2557,275911,89532,89873,125909,717981,15212,733193,12706,76,1646,0,0,15307,734934,750146
01/10/2019,137000,2522,277598,91910,94073,128713,731816,15132,746948,12706,75,1622,0,0,15307,748745,763877
01/11/2019,129900,2546,272240,90359,98273,130813,724131,14888,739019,12775,76,1136,0,0,15307,740574,755462
01/12/2019,124800,2475,273065,90359,98273,130813,719785,15064,734849,12415,76,1081,0,0,15787,736652,751716
01/01/2020,124800,2600,270428,94329,98273,134213,724643,14977,739620,13322,76,1051,0,0,17129,742823,757800
01/02/2020,127100,3036,263000,99185,106673,134213,733206,14974,748181,13308,75,1025,0,0,17129,751360,766334
01/03/2020,151867,2160,279846,91754,89167,134395,749189,15159,764348,13781,73,1002,0,0,7589,757780,772939
01/04/2020,258000,4807,285238,96207,99716,141325,885292,15443,900735,13626,65,991,0,0,7589,893872,909315
01/05/2020,342400,6422,288971,100663,105216,146725,990397,15103,1005500,13311,59,985,0,0,7589,998971,1014074
01/06/2020,381500,6893,301835,103780,125182,129525,1048714,14672,1063386,12991,58,978,0,0,7589,1057281,1071953
01/07/2020,374400,7766,313726,108725,135182,132525,1072323,14843,1087166,12827,58,971,0,0,7589,1080883,1095726
01/08/2020,323100,7113,322287,113619,155182,135525,1056826,15362,1072188,12491,62,961,0,0,7589,1065376,1080738
01/09/2020,304100,7880,348541,125701,117682,138825,1042729,15396,1058124,12350,64,977,0,0,7560,1051265,1066661
01/10/2020,277300,8155,368544,137704,127682,151825,1071209,15302,1086511,12356,65,967,0,0,7560,1079736,1095038
01/11/2020,265900,7395,369763,137603,131682,159825,1072168,15252,1087420,12050,67,855,0,0,7560,1080583,1095835
01/12/2020,248900,5359,379543,141526,155682,148225,1079234,15554,1094788,11753,68,826,0,0,7560,1087620,1103174
01/01/2021,237500,5595,384345,141543,164682,151225,1084889,15658,1100547,11572,68,815,0,0,7560,1093263,1108921
01/02/2021,230600,5133,384892,147525,173682,151525,1093357,15537,1108894,11517,68,805,0,0,7560,1101722,1117259
01/03/2021,218800,4053,383709,171569,157682,157525,1093338,15911,1109249,11373,71,795,0,0,7560,1101693,1117604
01/04/2021,206400,4365,422043,147487,161682,163025,1105000,16254,1121254,11123,71,787,0,0,7560,1113347,1129601
01/05/2021,210400,5157,420639,151641,165682,175525,1129045,16596,1145641,15142,72,779,0,0,7560,1137384,1153980
01/06/2021,217800,5115,433079,151629,172210,167925,1147757,16940,1164697,15558,72,773,0,0,7563,1156092,1173033
01/07/2021,226800,4903,438125,156179,186710,167925,1180642,17285,1197926,15654,71,765,0,0,7563,1188969,1206254
01/08/2021,223400,5700,434682,159772,195710,173925,1193188,17486,1210674,15771,73,755,0,0,7563,1201506,1218992
01/09/2021,193800,6703,435768,166799,186210,178225,1167505,17926,1185430,15949,76,747,0,0,7563,1175814,1193740
01/10/2021,195800,4994,454039,158551,190710,182725,1186818,18084,1204902,15471,75,738,0,0,7563,1195118,1213202
01/11/2021,188200,4207,448778,158810,195210,192225,1187428,18232,1205660,15969,77,618,0,0,7563,1195609,1213841
01/12/2021,190600,4999,447025,163975,212760,179825,1199183,14940,1214123,15806,77,593,0,0,12738,1212514,1227453
01/01/2022,183400,4819,450563,163204,221760,181825,1205571,15080,1220651,12074,77,582,0,0,16,1206170,1221250
01/02/2022,184600,1951,445544,163193,230760,183825,1209872,15000,1224872,12043,77,563,0,0,16,1210451,1225451
01/03/2022,187400,2575,447239,165831,223760,190125,1216929,15556,1232485,11876,78,554,0,0,16,1217500,1233056
01/04/2022,186200,2715,465444,159953,223760,196125,1234196,16207,1250403,16703,77,562,0,0,14,1234772,1250979
01/05/2022,184000,4149,454253,159883,227760,206525,1236569,17142,1253711,16442,78,547,0,0,14,1237131,1254273
01/06/2022,180000,2979,463794,163088,234399,189525,1233785,17554,1251339,16734,78,541,0,0,14,1234340,1251895
01/07/2022,178400,1928,471731,165565,241399,191525,1250548,18460,1269008,16648,78,535,0,0,15,1251097,1269557
01/08/2022,180400,4993,450042,168179,241399,199525,1244537,18915,1263453,17073,79,526,0,0,15,1245078,1263993
01/09/2022,185000,2635,476875,136876,229399,202825,1233609,19043,1252652,17803,79,520,0,0,15,1234144,1253187
01/10/2022,187000,2431,488307,131851,233399,210325,1253313,18832,1272145,17709,79,513,0,0,15,1253840,1272673
01/11/2022,188200,2823,453087,131790,236899,215825,1228624,18868,1247492,13449,81,505,0,0,14,1229143,1248011
01/12/2022,189800,2507,459131,132321,257899,198825,1240483,19339,1259822,13539,80,503,0,0,14,1241000,1260339
01/01/2023,190600,2406,462948,134239,261899,200325,1252418,19440,1271858,13305,79,496,0,0,14,1252928,1272369
01/02/2023,195000,3374,435678,136358,261899,208325,1240633,19060,1259693,13642,80,487,0,0,14,1241135,1260195
01/03/2023,201800,2473,451981,117313,250399,212325,1236291,19388,1255679,13516,80,473,0,0,14,1236778,1256166
01/04/2023,212200,3411,463601,118743,255399,218575,1271929,19655,1291585,18967,79,486,0,0,14,1272430,1292085
01/05/2023,230400,3730,446168,114012,255399,222075,1271784,20006,1291790,19002,79,471,0,0,14,1272269,1292275
01/06/2023,227800,4080,452305,113909,277888,194086,1270068,20487,1290554,18544,79,476,0,0,18,1270562,1291049
01/07/2023,233200,3976,456394,113885,282888,196586,1286929,20759,1307688,18460,78,473,0,0,17,1287419,1308179
01/08/2023,254900,3528,446221,114016,287888,200086,1306638,20854,1327491,18917,77,471,0,0,17,1307125,1327979
01/09/2023,257400,2550,433990,111043,267888,207836,1280706,21240,1301947,19013,79,471,0,0,10,1280716,1301957
01/10/2023,258000,3192,438127,111158,271888,211836,1294200,21510,1315710,19415,78,471,0,0,10,1294210,1315720
01/11/2023,254200,3835,432002,111038,275888,213086,1290048,21433,1311482,18995,78,471,0,0,10,1290058,1311491
01/12/2023,249200,4573,441131,105660,300888,202586,1304038,21473,1325511,18547,78,471,0,0,10,1304048,1325521
01/01/2024,249200,2557,446576,105738,305888,207586,1317545,21560,1339105,18820,77,471,0,0,9,1317554,1339114
01/02/2024,257600,2120,435379,105789,310888,215086,1326861,21350,1348211,18998,78,471,0,0,9,1326870,1348220
01/03/2024,267400,2172,452763,115778,292888,217586,1348586,21342,1369928,18959,77,471,0,0,9,1348595,1369937
01/04/2024,276400,2875,421553,119996,297888,229586,1348298,21555,1369853,23401,78,471,0,0,9,1348306,1369862
01/05/2024,280800,3153,411997,119900,302888,236586,1355324,21990,1377314,23168,79,471,0,0,9,1355332,1377322
01/06/2024,281000,3288,426337,124477,318989,207586,1361677,22346,1384023,23261,78,471,0,0,9,1361686,1384032
01/07/2024,306900,2233,428407,124561,323989,214586,1400676,22742,1423418,23465,77,471,0,0,8,1400685,1423427
01/08/2024,284600,2926,425454,123831,328989,219586,1385386,22712,1408098,22907,77,471,0,0,22,1385821,1408533
01/09/2024,279500,5129,430181,137861,303989,226586,1383246,23009,1406255,22979,78,471,0,0,22,1383679,1406688
01/10/2024,280700,3152,419190,138143,310989,233586,1385759,22892,1408651,23663,79,408,0,0,22,1386189,1409081
01/11/2024,278700,3055,414476,138197,315989,240586,1391003,22589,1413592,23796,79,405,0,0,22,1391430,1414019
01/12/2024,284600,3907,420356,143463,345989,215586,1413901,22877,1436778,24442,78,402,0,0,22,1414325,1437202
01/01/2025,283800,2047,421373,143569,351989,224086,1426863,22887,1449751,20339,78,400,0,0,8,1427285,1450172
01/02/2025,280700,2397,419130,143523,359989,232586,1438325,22632,1460957,20248,78,398,0,0,22,1438745,1461377
01/03/2025,285200,4210,427475,166503,332989,238586,1454963,22665,1477628,25174,78,394,0,0,22,1455379,1478044
01/04/2025,291600,2190,419229,160356,343489,246836,1463699,23392,1487091,19292,78,392,0,0,22,1464113,1487505
01/05/2025,303300,2282,417437,160320,348739,260336,1492413,23631,1516043,19214,78,390,0,0,22,1492825,1516455
01/06/2025,299700,3446,423965,190952,348789,226586,1493437,23595,1517033,19068,78,387,0,0,22,1493846,1517441
01/07/2025,303700,4159,433542,191105,354039,235336,1521879,23978,1545858,19397,77,383,0,0,22,1522285,1546263
01/08/2025,309700,3235,428448,191025,364539,245836,1542782,24034,1566816,19226,77,383,0,0,22,1543187,1567221
01/09/2025,305700,5427,405017,213148,327789,254086,1511166,24249,1535415,19491,79,383,0,0,22,1511572,1535820
