date,V37331,V37323_G6,V37332,V37333,V37334,V37335,V37342,V42141675,V42141674,V37319,V37346,V37295_G6,V37298,V37301,V37294,V37312,V42141668
01/01/1946,1796,,,,,,16574,,,,,696,,,25,,
01/02/1946,1796,,,,,,16530,,,,,698,,,25,,
01/03/1946,1796,,,,,,16531,,,,,699,,,23,,
01/04/1946,1796,,,,,,16529,,,,,774,,,22,,
01/05/1946,1796,,,,,,16385,,,,,770,,,23,,
01/06/1946,1796,,,,,,16324,,,,,765,,,22,,
01/07/1946,1826,,,,,,16296,,,,,765,,,20,,
01/08/1946,1826,,,,,,16296,,,,,765,,,16,,
01/09/1946,1841,,,,,,16311,,,,,764,,,15,,
01/10/1946,1856,,,,,,16326,,,,,910,,,14,,
01/11/1946,1856,,,,,,16272,,,,,1233,,,32,,
01/12/1946,1546,,,,,,15982,,,,,1237,,,32,,
01/01/1947,1546,,,,,,16002,,,,,1247,,,26,,
01/02/1947,1336,,,,,,15792,,,,,1245,,,26,,
01/03/1947,1280,,,,,,15731,,,,,1265,,,17,,
01/04/1947,1280,,,,,,15731,,,,,1260,,,17,,
01/05/1947,1480,,,,,,15558,,,,,1253,,,18,,
01/06/1947,1480,,,,,,15557,,,,,1245,,,16,,
01/07/1947,1480,,,,,,15559,,,,,1238,,,15,,
01/08/1947,1480,,,,,,15557,,,,,1235,,,14,,
01/09/1947,1320,,,,,,15397,,,,,1225,,,13,,
01/10/1947,1200,,,,,,15222,,,,,1270,,,19,,
01/11/1947,1200,,,,,,15184,,,,,1448,,,23,,
01/12/1947,1200,,,,,,15183,,,,,1440,,,22,,
01/01/1948,1200,,,,,,15244,,,,,1429,,,21,,
01/02/1948,1200,,,,,,15089,,,,,1417,,,28,,
01/03/1948,1300,,,,,,15056,,,,,1322,,,34,,
01/04/1948,1300,,,,,,15085,,,,,1309,,,31,,
01/05/1948,1300,,,,,,15115,,,,,1293,,,30,,
01/06/1948,1300,,,,,,15145,,,,,1277,,,30,,
01/07/1948,1300,,,,,,15144,,,,,1265,,,30,,
01/08/1948,1120,,,,,,15155,,,,,1252,,,28,,
01/09/1948,1300,,,,,,15155,,,,,1238,,,26,,
01/10/1948,1300,,,,,,15155,,,,,1262,,,25,,
01/11/1948,1300,,,,,,14974,,,,,1425,,,50,,
01/12/1948,1300,,,,,,14973,,,,,1410,,,35,,
01/01/1949,1300,,,,,,15008,,,,,1399,,,31,,
01/02/1949,1300,,,,,,14958,,,,,1387,,,35,,
01/03/1949,1300,,,,,,14958,,,,,1220,,,33,,
01/04/1949,1300,,,,,,14958,,,,,1091,,,32,,
01/05/1949,1300,,,,,,14957,,,,,1067,,,29,,
01/06/1949,1300,,,,,,15020,,,,,1048,,,27,,
01/07/1949,1300,,,,,,15020,,,,,1031,,,26,,
01/08/1949,1300,,,,,,15020,,,,,1019,,,24,,
01/09/1949,1200,,,,,,15150,,,,,1004,,,23,,
01/10/1949,1200,,,,,,14761,,,,,1029,,,50,,
01/11/1949,1200,,,,,,14481,,,,,1240,,,60,,
01/12/1949,1200,,,,,,14480,,,,,1227,,,53,,
01/01/1950,1200,,,,,,14520,,,,,1214,,,48,,
01/02/1950,1200,,,,,,14451,,,,,1202,,,51,,
01/03/1950,1300,,,,,,14551,,,,,1188,,,48,,
01/04/1950,1300,,,,,,14551,,,,,1125,,,38,,
01/05/1950,1300,,,,,,14548,,,,,1098,,,31,,
01/06/1950,1300,,,,,,14561,,,,,1077,,,87,,
01/07/1950,1300,,,,,,14526,,,,,1063,,,67,,
01/08/1950,1500,,,,,,14726,,,,,1046,,,60,,
01/09/1950,1500,,,,,,14726,,,,,1030,,,56,,
01/10/1950,1500,,,,,,14635,,,,,1045,,,52,,
01/11/1950,1500,,,,,,14599,,,,,1238,,,60,,
01/12/1950,1500,,,,,,14606,,,,,1218,,,51,,
01/01/1951,1500,,,,,,14600,,,,,1198,,,43,,
01/02/1951,1400,,,,,,14444,,,,,1181,,,43,,
01/03/1951,1400,,,,,,14448,,,,,1134,,,40,,
01/04/1951,1400,,,,,,14460,,,,,1051,,,37,,
01/05/1951,1400,,,,,,14458,,,,,1025,,,32,,
01/06/1951,1400,,,,,,14455,,,,,1000,,,29,,
01/07/1951,1400,,,,,,14447,,,,,980,,,27,,
01/08/1951,1400,,,,,,14447,,,,,961,,,25,,
01/09/1951,1400,,,,,,14395,,,,,943,,,24,,
01/10/1951,1400,,,,,,14391,,,,,973,,,23,,
01/11/1951,1400,,,,,,14088,,,,,1216,,,22,,
01/12/1951,1400,,,,,,14060,,,,,1194,,,21,,
01/01/1952,1400,,,,,,14062,,,,,1176,,,19,,
01/02/1952,1400,,,,,,14010,,,,,1162,,,23,,
01/03/1952,1400,,,,,,14004,,,,,1140,,,23,,
01/04/1952,1400,,,,,,14003,,,,,1102,,,22,,
01/05/1952,1400,,,,,,14003,,,,,1081,,,21,,
01/06/1952,1400,,,,,,13999,,,,,1061,,,21,,
01/07/1952,1500,,,,,,14097,,,,,1044,,,21,,
01/08/1952,1500,,,,,,14093,,,,,1029,,,20,,
01/09/1952,1500,,,,,,14093,,,,,1011,,,19,,
01/10/1952,1500,,,,,,14095,,,,,1032,,,19,,
01/11/1952,1400,,,,,,13848,,,,,1273,,,19,,
01/12/1952,1400,,,,,,13858,,,,,1250,,,19,,
01/01/1953,1375,,,,,,13895,,,,,1237,,,19,,
01/02/1953,1500,,,,,,14020,,,,,1225,,,18,,
01/03/1953,1550,,,,,,14045,,,,,1206,,,20,,
01/04/1953,1600,,,,,,14095,,,,,1190,,,19,,
01/05/1953,1400,,,,,,13894,,,,,1163,,,17,,
01/06/1953,1400,,,,,,13894,,,,,1143,,,17,,
01/07/1953,1400,,,,,,13904,,,,,1126,,,17,,
01/08/1953,1400,,,,,,13914,,,,,1109,,,18,,
01/09/1953,1400,,,,,,13915,,,,,1091,,,18,,
01/10/1953,1400,,,,,,13930,,,,,1167,,,19,,
01/11/1953,1400,,,,,,13928,,,,,1632,,,19,,
01/12/1953,1400,,,,,,13929,,,,,1632,,,19,,
01/01/1954,1400,,,,,,13931,,,,,1605,,,19,,
01/02/1954,1400,,,,,,14080,,,,,1585,,,20,,
01/03/1954,1400,,,,,,13608,,,,,1562,,,62,,
01/04/1954,1400,,,,,,13608,,,,,1539,,,51,,
01/05/1954,1400,,,,,,13608,,,,,1517,,,47,,
01/06/1954,1400,,,,,,13611,,,,,1494,,,71,,
01/07/1954,1425,,,,,,13737,,,,,1475,,,59,,
01/08/1954,1445,,,,,,13757,,,,,1457,,,53,,
01/09/1954,1465,,,,,,13777,,,,,1440,,,49,,
01/10/1954,1490,,,,,,13791,,,,,1511,,,103,,
01/11/1954,1510,,,,,,13610,,,,,2132,,,74,,
01/12/1954,1530,,,,,,13247,,,,,2090,,,74,,
01/01/1955,1560,,2439,1538,4291,3448,13276,,,,86,2069,,,63,,
01/02/1955,1600,,2439,1538,4291,3448,13316,,,,84,2052,,,58,,
01/03/1955,1590,,2430,1538,4290,3448,13296,,,,83,2031,,,53,,
01/04/1955,1640,,2430,1538,4291,3448,13347,,,,82,2009,,,49,,
01/05/1955,1655,,2430,1538,4290,3448,13361,,,,81,1984,,,45,,
01/06/1955,1705,,2730,2404,3076,3448,13362,,,,80,1960,,,41,,
01/07/1955,1730,,2835,2398,3077,3448,13487,,,,74,1940,,,40,,
01/08/1955,1750,,2835,2398,3077,3448,13507,,,,79,1921,,,37,,
01/09/1955,1775,,2835,2398,3077,3448,13532,,,,78,1900,,,35,,
01/10/1955,1825,,2890,2398,3077,3393,13582,,,,77,1929,,,34,,
01/11/1955,1670,,2890,2398,3077,3393,13427,,,,77,2461,,,31,,
01/12/1955,1725,,2835,2398,3077,3448,13482,,,,76,2433,,,30,,
01/01/1956,1800,,4074,1166,3111,3358,13508,,,,74,2420,,,34,,
01/02/1956,1930,,4007,1166,3111,3358,13571,,,,73,2405,,,32,,
01/03/1956,2100,,4007,1166,3111,3358,13741,,,,71,2387,,,30,,
01/04/1956,2150,,4007,1166,3111,3358,13791,,,,70,2363,,,30,,
01/05/1956,1690,,4007,1168,3108,3358,13331,,,,71,2327,,,28,,
01/06/1956,1690,,3952,1168,3109,3358,13276,,,,71,2293,,,35,,
01/07/1956,1700,,3552,1168,3108,3358,12886,,,,72,2264,,,34,,
01/08/1956,1710,,3552,1168,3108,3358,12896,,,,71,2237,,,30,,
01/09/1956,1730,,3302,1168,4800,1916,12916,,,,79,2210,,,29,,
01/10/1956,1720,,3302,1168,4800,1916,12906,,,,79,2199,,,28,,
01/11/1956,1625,,3302,1168,4800,1916,12811,,,,78,2593,,,26,,
01/12/1956,1575,,3152,1168,4800,1916,12611,,,,79,2541,,,27,,
01/01/1957,1565,,3152,1202,4815,1866,12601,,,,78,2509,,,23,,
01/02/1957,1605,,3152,2518,3500,1866,12641,,,,77,2475,,,21,,
01/03/1957,1625,,3152,2518,3500,1866,12661,,,,76,2436,,,20,,
01/04/1957,1625,,3152,2518,3500,1866,12661,,,,75,2394,,,20,,
01/05/1957,1625,,3152,2518,3499,1866,12660,,,,74,2350,,,19,,
01/06/1957,1625,,4168,1352,3499,1866,12510,,,,74,2315,,,21,,
01/07/1957,1625,,4104,1352,3499,1866,12446,,,,74,2277,,,18,,
01/08/1957,1640,,4104,1352,3499,1866,12461,,,,74,2245,,,18,,
01/09/1957,1655,,4104,1352,3499,1866,12476,,,,72,2213,,,17,,
01/10/1957,1655,,4104,1352,3499,1866,12476,,,,72,2201,,,18,,
01/11/1957,1640,,4104,1352,3496,1866,12458,,,,71,2702,,,17,,
01/12/1957,1625,,4104,1352,3496,1866,12443,,,,72,2649,,,18,,
01/01/1958,1605,,4104,1352,3496,1866,12423,,,,71,2610,,,16,,
01/02/1958,1565,,4104,1602,3246,2166,12683,,,,75,2583,,,16,,
01/03/1958,1525,,4104,1602,3246,2166,12643,,,,75,2556,,,15,,
01/04/1958,1495,,4104,1602,3246,2166,12613,,,,74,2530,,,15,,
01/05/1958,1495,,4107,1600,3246,2516,12962,,,,77,2499,,,17,,
01/06/1958,1495,,4106,1600,3596,2166,12962,,,,76,2471,,,15,,
01/07/1958,1495,,4500,1773,3423,2166,13357,,,,73,2444,,,14,,
01/08/1958,1495,,4650,1623,3423,2166,13357,,,,72,2419,,,13,,
01/09/1958,1495,,2626,1381,2170,5684,13357,,,,126,2387,,,12,,
01/10/1958,1495,,2826,1605,1947,5684,13556,,,,124,2389,,,13,,
01/11/1958,1495,,2826,1604,1947,5684,13556,,,,123,2936,,,12,,
01/12/1958,1495,,3747,583,1947,5684,13456,,,,124,2895,,,10,,
01/01/1959,1595,,3704,649,1947,5684,13579,,,213,122,2889,,,28,16551,
01/02/1959,1595,,3608,595,1947,5684,13429,,,213,122,2879,,,24,16387,
01/03/1959,1595,,3808,595,1947,5684,13628,,,154,120,2855,,,22,16560,
01/04/1959,1595,,3807,595,1947,5684,13628,,,212,119,2831,,,20,16535,
01/05/1959,1675,,3808,595,2007,5774,13858,,,212,118,2801,,,19,16733,
01/06/1959,1955,,3620,594,2007,5774,13951,,,212,117,2767,,,18,16791,
01/07/1959,2015,,3546,594,2007,5774,13936,,,212,116,2734,,,17,16742,
01/08/1959,2024,,3546,594,2007,5774,13944,,,212,115,2706,,,16,16721,
01/09/1959,2024,,3546,593,2077,5704,13943,,,211,114,2662,,,15,16676,
01/10/1959,2064,,3506,593,2077,5704,13943,,,210,114,2622,,,17,16637,
01/11/1959,2077,,3506,593,2077,5704,13956,,,210,113,3267,,,15,17294,
01/12/1959,2077,,3205,793,2075,5702,13852,,,160,114,3212,,,16,17135,
01/01/1960,2077,,3306,693,2075,5802,13952,,,210,115,3203,,,14,17224,
01/02/1960,2105,,3456,643,2075,5802,14080,,,210,114,3174,,,13,17321,
01/03/1960,2125,,3456,643,2075,5802,14100,,,160,113,3143,,,12,17310,
01/04/1960,2135,,3576,442,2155,5802,14110,,,210,113,3117,,,14,17296,
01/05/1960,2105,,3572,442,2355,5605,14079,,,210,112,3085,,,13,17232,
01/06/1960,1965,,3547,442,2355,5724,14033,,,210,114,3059,,,27,17174,
01/07/1960,1920,,3566,423,2355,5724,13988,,,210,113,3040,,,23,17106,
01/08/1960,1940,,3566,423,2355,5724,14008,,,210,112,3017,,,21,17102,
01/09/1960,1965,,3566,1690,1088,5724,14033,,,210,111,3002,,,20,17110,
01/10/1960,1985,,3775,1467,1163,5899,14289,,,210,113,3002,,,20,17366,
01/11/1960,1985,,3775,1467,1163,5899,14289,,,210,112,3633,,,18,17995,
01/12/1960,1985,,3566,1466,1160,5895,14072,,,160,113,3594,,,25,17747,
01/01/1961,1985,,3566,1501,1165,5855,14072,,,210,113,3594,0,,19,17741,
01/02/1961,1985,,3416,1651,1165,5855,14072,,,210,112,3585,0,,17,17730,
01/03/1961,1935,,3466,1751,1165,5804,14120,,,160,111,3562,0,,16,17753,
01/04/1961,1935,,3466,1751,1165,5804,14120,,,158,110,3527,0,,15,17717,
01/05/1961,1935,,3712,1501,1165,5804,14117,,,157,109,3496,0,,19,17687,
01/06/1961,1885,,3862,1501,1165,5804,14217,,,157,108,3473,0,,17,17762,
01/07/1961,1885,,3862,1501,1165,5804,14217,,,157,107,3450,0,,15,17737,
01/08/1961,1885,,3797,1741,1165,5804,14392,,,157,106,3424,0,,15,17885,
01/09/1961,1885,,3818,1986,1054,5648,14391,,,157,103,3398,139,,14,17997,
01/10/1961,1885,,3812,1986,1054,5654,14391,,,157,102,3403,155,,13,18017,
01/11/1961,1885,,3809,1985,1054,5515,14248,,,157,100,4118,162,,13,18595,
01/12/1961,1885,,4214,1721,978,5527,14325,,,156,100,4080,157,,19,18636,
01/01/1962,1885,,4198,1771,1028,5558,14441,,,122,99,4079,132,,16,18722,
01/02/1962,1885,,4137,1771,1028,5566,14387,,,122,99,4076,98,,35,18651,
01/03/1962,1885,,4271,1771,1028,5440,14395,,,122,96,4059,63,,29,18600,
01/04/1962,1885,,4256,1844,955,5455,14395,,,132,95,4041,34,,26,18551,
01/05/1962,1885,,4118,1844,1055,5503,14405,,,132,96,4011,16,,24,18510,
01/06/1962,1885,,3829,1944,955,5652,14265,,,132,97,3988,28,,23,18359,
01/07/1962,1885,,3829,1944,955,5652,14265,,,132,96,3955,46,,21,18341,
01/08/1962,1970,,3544,1944,1035,5772,14265,,,132,98,3893,63,,20,18295,
01/09/1962,2030,,4810,678,2322,4485,14325,,,132,97,3851,78,,19,18327,
01/10/1962,2090,,4788,778,2322,4625,14602,,,267,97,3849,92,,24,18623,
01/11/1962,2105,,4766,778,2322,4644,14615,,,264,97,4670,102,,19,19461,
01/12/1962,2165,,4192,778,2472,5048,14655,,,264,101,4620,100,,19,19448,
01/01/1963,2165,,4127,993,2222,5183,14690,,,400,103,4619,78,,19,19461,
01/02/1963,2165,,4227,993,2222,5183,14790,,,400,102,4614,46,,17,19522,
01/03/1963,2165,,4227,993,2202,5090,14677,,,400,100,4588,12,,16,19347,
01/04/1963,2285,,4213,993,2202,5090,14783,,,399,99,4508,0,,19,19365,
01/05/1963,2325,,4213,1048,2146,5090,14823,,,399,98,4480,0,,16,19374,
01/06/1963,2345,,4113,1532,1838,5190,15018,,,399,99,4464,0,,16,19553,
01/07/1963,2325,,4097,1532,1838,5190,14982,,,383,98,4439,0,,15,19491,
01/08/1963,2240,,4097,1532,1838,5190,14897,,,383,98,4410,12,,15,19388,
01/09/1963,2245,,4343,1287,1838,5190,14902,,,383,97,4385,29,,14,19385,
01/10/1963,2265,,4128,1603,1838,5190,15024,,,383,96,4388,46,,32,19545,
01/11/1963,2255,,4128,1603,1838,5190,15014,,,383,95,5180,61,,25,20335,
01/12/1963,2240,,4303,1428,1838,5188,14997,,,383,95,5133,66,,25,20276,
01/01/1964,2230,,4352,1378,1840,5188,14987,,,383,94,5131,49,,21,20244,
01/02/1964,2230,,4155,1508,2041,5038,14972,,,383,95,5122,29,,20,20198,
01/03/1964,2230,,4154,1508,2042,5038,14972,,,383,94,5099,0,,19,20145,
01/04/1964,2130,,4224,1615,1865,5038,14872,,,383,94,5067,0,,18,20012,
01/05/1964,2130,,3840,1615,2214,5113,14912,,,383,96,5022,0,,19,20008,
01/06/1964,2145,,3956,1340,2373,5113,14927,,,383,96,4988,0,,17,19987,
01/07/1964,2130,,3981,1665,2048,5163,14987,,,383,96,4959,5,,17,20023,
01/08/1964,2130,,3981,1665,2048,5163,14987,,,382,95,4935,24,,16,20017,
01/09/1964,2130,,3981,1735,2043,5098,14987,,,382,94,4905,43,,16,20006,
01/10/1964,2130,,3921,1840,1963,5098,14952,,,382,94,4900,62,,16,19986,
01/11/1964,2140,,3921,1840,1963,5098,14962,,,382,93,5666,80,,15,20778,
01/12/1964,2140,,3572,1840,2313,5096,14961,,,382,94,5613,88,,16,20733,
01/01/1965,2140,,3777,1460,2313,5095,14786,,,382,95,5610,83,,15,20549,
01/02/1965,2140,,3537,1460,2588,5095,14821,,,382,96,5593,66,,15,20549,
01/03/1965,2140,,3412,1460,2588,5095,14696,,,382,95,5557,43,,14,20365,
01/04/1965,2140,,3387,1460,2588,5093,14668,,,380,95,5523,26,,15,20288,
01/05/1965,2140,,3443,1605,2388,5093,14668,,,380,94,5470,26,,14,20234,
01/06/1965,2140,,3752,1296,2394,5086,14668,,,380,93,5426,41,,13,20204,
01/07/1965,2140,,3552,1421,2394,5086,14593,,,380,94,5393,63,,14,20118,
01/08/1965,2140,,3552,1421,2394,5086,14593,,,380,93,5359,85,,13,20105,
01/09/1965,2150,,3307,1566,2436,5145,14603,,,380,95,5324,107,,31,20120,
01/10/1965,2150,,3748,1125,2746,4832,14601,,,377,94,5309,130,,25,20120,
01/11/1965,2150,,3748,1125,2746,4832,14601,,,377,93,5941,146,,19,20762,
01/12/1965,2150,,3573,1225,2796,4830,14574,,,377,93,5866,168,,18,20681,
01/01/1966,2150,,3538,1265,2756,4830,14539,,,377,92,5843,170,,16,20624,
01/02/1966,2150,,3378,1315,2756,4910,14509,,,377,93,5806,160,,17,20547,
01/03/1966,2150,,3378,1315,2756,4910,14509,,,377,92,5745,144,,15,20468,
01/04/1966,2150,,3658,1035,3192,4471,14506,,,375,91,5694,140,,14,20410,
01/05/1966,2150,,3488,1075,3192,4601,14506,,,375,92,5619,140,,14,20334,
01/06/1966,2150,,3488,1425,3089,4354,14506,,,374,91,5561,159,,13,20294,
01/07/1966,2160,,3813,1100,3089,4354,14516,,,375,90,5509,185,,13,20278,
01/08/1966,2170,,3813,1100,3089,4354,14526,,,375,90,5463,208,,13,20264,
01/09/1966,2170,,3608,1280,3089,4429,14576,,,375,91,5399,230,,47,20306,
01/10/1966,2170,,4083,805,3089,4427,14573,,,372,90,5379,258,,36,20301,
01/11/1966,2170,,4083,805,3089,4427,14573,,,372,89,6180,282,,27,21117,
01/12/1966,2170,,3758,1296,2898,4521,14643,,,372,91,6089,298,,26,21111,
01/01/1967,2170,,3708,1296,2898,4521,14593,,,372,90,6075,296,,23,21042,
01/02/1967,2270,,3708,1296,2968,4601,14843,,,372,90,6060,282,,21,21260,
01/03/1967,2310,,3708,1296,2968,4601,14883,,,372,89,6026,262,,20,21245,
01/04/1967,2320,,3485,1296,3168,4723,14993,,,369,91,5999,257,,19,21323,
01/05/1967,2340,,3685,1096,3252,4640,15013,,,369,90,5950,250,,18,21286,
01/06/1967,2350,,3520,1196,3352,4640,15058,,,369,90,5907,261,,19,21299,
01/07/1967,2370,,3835,881,3352,4640,15078,,,369,89,5865,277,,17,21292,
01/08/1967,2390,,3925,966,3352,4640,15273,,,369,87,5819,298,,16,21462,
01/09/1967,2410,,3925,2233,2085,4640,15293,,,369,86,5779,319,,16,21461,
01/10/1967,2410,,3700,2458,2085,4637,15290,,,367,86,5757,348,,18,21468,
01/11/1967,2420,,3700,2458,2085,4637,15300,,,367,85,6416,361,,16,22148,
01/12/1967,2455,,3895,2155,2283,4461,15249,,,167,83,6319,373,,15,22011,
01/01/1968,2465,,3785,2315,2491,4253,15309,,,167,83,6271,360,,18,22012,
01/02/1968,2480,,3785,2315,2491,4253,15324,,,167,82,6209,329,,15,21932,
01/03/1968,2480,,3785,2315,2491,4253,15324,,,167,81,6106,302,,14,21800,
01/04/1968,2495,,3795,2305,2491,4243,15329,,,166,81,6000,286,,14,21685,
01/05/1968,2520,,3811,2342,2558,4243,15474,,,341,80,5952,269,,13,21763,
01/06/1968,2685,,4016,2060,2741,4321,15822,,,419,80,5795,275,,26,21974,
01/07/1968,2725,,4016,2060,2741,4321,15862,,,419,79,5698,286,,13,21915,
01/08/1968,2810,,4156,2320,2741,4321,16347,,,419,77,5626,313,,10,22351,
01/09/1968,2840,,4056,2320,2741,4321,16277,,,419,77,5575,342,,9,22258,
01/10/1968,2840,,4031,2795,2466,4435,16566,,,433,78,5560,380,,20,22580,
01/11/1968,2815,,4031,2795,2466,4435,16541,,,433,77,6462,408,,17,23483,
01/12/1968,2825,,4651,2547,2239,4429,16691,,,433,76,6359,435,,16,23556,
01/01/1969,2825,,4651,2547,2239,4445,16707,,,449,75,6328,428,,15,23533,
01/02/1969,2840,,4651,2747,2039,4445,16722,,,449,75,6268,409,,14,23468,
01/03/1969,2840,,4551,2747,2039,4445,16622,,,449,74,6194,387,,14,23271,
01/04/1969,2840,,4501,2872,2039,4445,16696,,,448,74,6126,378,,23,23277,
01/05/1969,2840,,4538,2835,2039,4445,16696,,,448,73,6033,369,,18,23171,
01/06/1969,2865,,4538,3085,1789,4445,16721,,,448,72,5949,389,,16,23131,
01/07/1969,2885,,4293,3085,1914,4445,16621,,,448,73,5817,417,,18,22927,
01/08/1969,2895,,4333,3195,1914,4445,16781,,,448,72,5709,443,,16,23004,
01/09/1969,2895,,5480,1976,1865,4445,16661,,,448,71,5619,471,,14,22820,
01/10/1969,2895,,5205,2208,2208,4101,16616,,,453,72,5583,508,,22,22785,
01/11/1969,2895,,5205,2208,2208,4101,16616,,,453,71,6780,537,,17,24006,
01/12/1969,2895,,5191,2308,2107,4095,16595,,,453,70,6683,552,,15,23902,
01/01/1970,2895,,5191,2308,2107,4095,16595,,,453,69,6672,540,,14,23877,
01/02/1970,2895,,5091,2398,2107,4095,16585,,,453,69,6639,507,,16,23803,
01/03/1970,2895,,5091,2398,2107,4095,16585,,,453,68,6591,468,,13,23713,
01/04/1970,2910,,5566,2123,1907,4094,16600,,,452,67,6550,437,,13,23654,
01/05/1970,3215,,5107,2348,2107,4080,16856,,,418,68,6506,406,,17,23840,
01/06/1970,3305,,5107,2280,2100,4080,16872,,,344,67,6441,413,,14,23795,
01/07/1970,3405,,4927,2540,2100,4080,17052,,,344,66,6408,428,,20,23965,
01/08/1970,3415,,4927,2540,2637,3743,17262,,,344,66,6389,446,,16,24168,
01/09/1970,3465,,4927,2571,2607,3743,17312,,,344,65,6371,456,,14,24208,
01/10/1970,3535,,5252,2526,2426,3742,17481,,,344,64,6352,480,,16,24384,
01/11/1970,3575,,5252,2526,2426,3742,17521,,,344,63,7416,490,,13,25495,
01/12/1970,3625,,5200,2951,2275,3737,17788,,,344,64,7397,491,,15,25746,
01/01/1971,3665,,5160,2951,2275,3738,17788,,,344,63,7439,466,,13,25761,
01/02/1971,3705,,5359,2751,2575,3588,17978,,,344,63,7534,405,,12,25984,
01/03/1971,3735,,5359,2751,2575,3588,18008,,,344,62,7830,336,,11,26240,
01/04/1971,3760,,5159,3062,2514,3587,18082,,,343,63,7791,284,,13,26226,
01/05/1971,3780,,5159,3062,2514,3587,18102,,,343,63,7745,259,,12,26174,
01/06/1971,3800,,5434,2984,2367,3587,18172,,,343,63,7698,255,,15,26196,
01/07/1971,3825,,5434,2984,2367,3587,18197,,,343,63,7655,256,,13,26176,
01/08/1971,3845,,5209,3409,2367,3587,18417,,,343,62,7617,256,,12,26358,
01/09/1971,3865,,5258,3360,2367,3587,18437,,,343,60,7581,257,,12,26342,
01/10/1971,3890,,5463,3330,2192,3586,18462,,,342,61,7594,257,,13,26381,
01/11/1971,3830,,5463,3330,2192,3586,18402,,,342,60,9875,258,,12,28600,
01/12/1971,3830,,5300,3153,2415,3567,18265,,,326,61,9916,26,,15,28277,
01/01/1972,3830,,5300,3153,2415,3567,18265,,,326,60,9862,26,,13,28222,
01/02/1972,3830,,5300,3153,2415,3567,18265,,,326,59,9801,27,,11,28159,
01/03/1972,3830,,5300,3153,2415,3566,18264,,,325,59,9735,27,,11,28092,
01/04/1972,3850,,5425,2953,2415,3566,18208,,,324,59,9686,28,,12,27990,
01/05/1972,3870,,5425,3030,2338,3566,18228,,,324,58,9617,29,,11,27940,
01/06/1972,3900,,5429,3023,2338,3564,18254,,,320,57,9551,30,,11,27900,
01/07/1972,3940,,5526,3063,2338,3564,18431,,,320,57,9494,31,,10,28021,
01/08/1972,3980,,5526,3063,2338,3564,18471,,,320,56,9441,31,,10,28008,
01/09/1972,4030,,5199,3886,1838,3563,18516,,,320,56,9395,32,,77,28075,
01/10/1972,4070,,5630,3455,1838,3563,18555,,,319,55,9396,32,,51,28090,
01/11/1972,4110,,5630,3455,1838,3563,18595,,,319,54,11163,33,,37,29882,
01/12/1972,4160,,5856,3004,2063,3559,18642,,,322,54,11111,33,,32,29873,
01/01/1973,4200,,5856,3212,1855,3559,18682,,,322,54,11096,33,,27,29894,
01/02/1973,4240,,5596,3212,2095,3559,18702,,,322,54,11059,34,,28,29878,
01/03/1973,4290,,5607,3212,2095,3560,18764,,,334,53,11004,34,,24,29881,
01/04/1973,4330,,5777,3001,2095,3576,18778,,,333,53,10960,35,,29,29858,
01/05/1973,4370,,5774,3001,2095,3578,18818,,,333,52,10890,36,,24,29823,
01/06/1973,4420,,6059,2629,2095,3577,18780,,,245,52,10803,37,,22,29697,
01/07/1973,4460,,5883,2754,1970,3578,18645,,,245,51,10704,38,,21,29463,
01/08/1973,4510,,6233,2404,1970,3578,18695,,,245,50,10626,39,,20,29435,
01/09/1973,4550,,6182,2404,3963,1638,18737,,,247,50,10483,39,,19,29333,
01/10/1973,4590,,6102,2434,3963,1638,18726,,,246,50,10339,40,,25,29184,
01/11/1973,4650,,6100,2434,3963,1639,18786,,,244,50,10860,40,,21,29762,
01/12/1973,4690,,5699,2432,4438,1634,18893,,,244,51,10726,41,,23,29737,
01/01/1974,4745,,5699,2432,4438,1634,18948,,,244,50,10631,41,,19,29693,
01/02/1974,4830,,5508,2432,4763,1650,19182,,,238,51,10530,41,,18,29827,
01/03/1974,4905,,5290,2432,4756,1861,19245,,,238,51,10421,42,,17,29781,
01/04/1974,4965,,5560,2307,4826,1791,19449,,,238,51,10327,43,,19,29894,
01/05/1974,5090,,5634,2233,4826,1791,19574,,,238,50,10010,44,,17,29701,
01/06/1974,5150,,5635,2818,4241,1941,19784,,,238,52,9725,46,,27,29636,
01/07/1974,5210,,6285,2168,4241,1941,19844,,,238,50,9516,46,,20,29482,
01/08/1974,5435,,6535,2168,4241,1941,20319,,,238,49,9333,47,,16,29771,
01/09/1974,5495,,6991,1668,4241,1943,20338,,,196,48,9214,48,,15,29670,
01/10/1974,5555,,6852,2336,3898,1942,20583,,,196,48,9188,48,,18,29892,
01/11/1974,5630,,6852,2336,3898,1942,20658,,,196,47,13320,49,,15,34097,
01/12/1974,5630,,6325,3086,3673,1938,20652,,,196,47,13171,49,,20,33947,
01/01/1975,5630,,6533,2878,3757,1854,20652,,,196,47,13079,50,,16,33851,
01/02/1975,5630,,6533,2878,3757,1854,20651,,,196,46,13000,50,,14,33772,
01/03/1975,5630,,6533,2878,3750,1910,20701,,,198,46,12935,51,,13,33700,
01/04/1975,5640,,6708,3003,3550,1909,20810,,,198,49,12880,52,,16,33759,
01/05/1975,5715,,6708,3003,3550,1909,20885,,,197,45,12820,54,,13,33772,
01/06/1975,5795,,6587,3003,3550,2030,20964,,,193,45,12761,55,,13,33793,
